1675604,s1,T1,T19,The ,KBF1," factor, which binds to the enhancer A located in the promoter of the mouse MHC class I gene H-2Kb, is indistinguishable from the p50 DNA binding subunit of the transcription factor ",NF-kappa B,", which regulates a series of genes involved in immune and inflammatory responses.",Not_a_complex
1675604,s1,T1,T2,The ,KBF1," factor, which binds to the enhancer A located in the promoter of the mouse MHC class I gene ",H-2Kb,", is indistinguishable from the p50 DNA binding subunit of the transcription factor NF-kappa B, which regulates a series of genes involved in immune and inflammatory responses.",Not_a_complex
1675604,s1,T1,T3,The ,KBF1," factor, which binds to the enhancer A located in the promoter of the mouse MHC class I gene H-2Kb, is indistinguishable from the ",p50," DNA binding subunit of the transcription factor NF-kappa B, which regulates a series of genes involved in immune and inflammatory responses.",Not_a_complex
1675604,s1,T2,T19,"The KBF1 factor, which binds to the enhancer A located in the promoter of the mouse MHC class I gene ",H-2Kb,", is indistinguishable from the p50 DNA binding subunit of the transcription factor ",NF-kappa B,", which regulates a series of genes involved in immune and inflammatory responses.",Not_a_complex
1675604,s1,T2,T3,"The KBF1 factor, which binds to the enhancer A located in the promoter of the mouse MHC class I gene ",H-2Kb,", is indistinguishable from the ",p50," DNA binding subunit of the transcription factor NF-kappa B, which regulates a series of genes involved in immune and inflammatory responses.",Not_a_complex
1675604,s1,T3,T19,"The KBF1 factor, which binds to the enhancer A located in the promoter of the mouse MHC class I gene H-2Kb, is indistinguishable from the ",p50, DNA binding subunit of the transcription factor ,NF-kappa B,", which regulates a series of genes involved in immune and inflammatory responses.",Not_a_complex
1675604,s2,T4,T6,The ,KBF1,"/p50 factor binds as a homodimer but can also form heterodimers with the products of other members of the same family, like the ",c-rel, and v-rel (proto)oncogenes.,Complex_formation
1675604,s2,T4,T7,The ,KBF1,"/p50 factor binds as a homodimer but can also form heterodimers with the products of other members of the same family, like the c-rel and ",v-rel, (proto)oncogenes.,Complex_formation
1675604,s2,T5,T6,The KBF1/,p50," factor binds as a homodimer but can also form heterodimers with the products of other members of the same family, like the ",c-rel, and v-rel (proto)oncogenes.,Complex_formation
1675604,s2,T5,T7,The KBF1/,p50," factor binds as a homodimer but can also form heterodimers with the products of other members of the same family, like the c-rel and ",v-rel, (proto)oncogenes.,Complex_formation
1675604,s2,T4,T5,The ,KBF1,/,p50," factor binds as a homodimer but can also form heterodimers with the products of other members of the same family, like the c-rel and v-rel (proto)oncogenes.",Not_a_complex
1675604,s2,T6,T7,"The KBF1/p50 factor binds as a homodimer but can also form heterodimers with the products of other members of the same family, like the ",c-rel, and ,v-rel, (proto)oncogenes.,Not_a_complex
1675604,s3,T8,T9,The dimerization domain of ,KBF1,/,p50, is contained between amino acids 201 and 367.,Not_a_complex
1675604,s4,T10,T11,A mutant of ,KBF1,/,p50," (delta SP), unable to bind to DNA but able to form homo- or heterodimers, has been constructed.",Not_a_complex
1675604,s5,T12,T13,This protein reduces or abolishes in vitro the DNA binding activity of wild-type proteins of the same family (,KBF1,/,p50,", c- and v-rel).",Not_a_complex
1675604,s5,T12,T14,This protein reduces or abolishes in vitro the DNA binding activity of wild-type proteins of the same family (,KBF1,"/p50, ",c-, and v-rel).,Not_a_complex
1675604,s5,T12,T15,This protein reduces or abolishes in vitro the DNA binding activity of wild-type proteins of the same family (,KBF1,"/p50, c- and ",v-rel,).,Not_a_complex
1675604,s5,T13,T14,This protein reduces or abolishes in vitro the DNA binding activity of wild-type proteins of the same family (KBF1/,p50,", ",c-, and v-rel).,Not_a_complex
1675604,s5,T13,T15,This protein reduces or abolishes in vitro the DNA binding activity of wild-type proteins of the same family (KBF1/,p50,", c- and ",v-rel,).,Not_a_complex
1675604,s5,T14,T15,"This protein reduces or abolishes in vitro the DNA binding activity of wild-type proteins of the same family (KBF1/p50, ",c-, and ,v-rel,).,Not_a_complex
1675604,s6,T20,T16,This mutant also functions in vivo as a trans-acting dominant negative regulator: the transcriptional inducibility of the HIV long terminal repeat (which contains two potential ,NF-kappa B, binding sites) by phorbol ester (PMA) is inhibited when it is co-transfected into ,CD4,+ T cells with the delta SP mutant.,Not_a_complex
1675604,s6,T21,T16,This mutant also functions in vivo as a trans-acting dominant negative regulator: the transcriptional inducibility of the HIV long terminal repeat (which contains two potential NF-kappa B binding sites) by ,phorbol ester, (PMA) is inhibited when it is co-transfected into ,CD4,+ T cells with the delta SP mutant.,Not_a_complex
1675604,s6,T22,T16,This mutant also functions in vivo as a trans-acting dominant negative regulator: the transcriptional inducibility of the HIV long terminal repeat (which contains two potential NF-kappa B binding sites) by phorbol ester (,PMA,) is inhibited when it is co-transfected into ,CD4,+ T cells with the delta SP mutant.,Not_a_complex
1675604,s6,T20,T21,This mutant also functions in vivo as a trans-acting dominant negative regulator: the transcriptional inducibility of the HIV long terminal repeat (which contains two potential ,NF-kappa B, binding sites) by ,phorbol ester, (PMA) is inhibited when it is co-transfected into CD4+ T cells with the delta SP mutant.,Not_a_complex
1675604,s6,T20,T22,This mutant also functions in vivo as a trans-acting dominant negative regulator: the transcriptional inducibility of the HIV long terminal repeat (which contains two potential ,NF-kappa B, binding sites) by phorbol ester (,PMA,) is inhibited when it is co-transfected into CD4+ T cells with the delta SP mutant.,Not_a_complex
1675604,s6,T21,T22,This mutant also functions in vivo as a trans-acting dominant negative regulator: the transcriptional inducibility of the HIV long terminal repeat (which contains two potential NF-kappa B binding sites) by ,phorbol ester, (,PMA,) is inhibited when it is co-transfected into CD4+ T cells with the delta SP mutant.,Not_a_complex
