8112299,s0,T1,T13,Calcineurin acts in synergy with PMA to inactivate I kappa B/,MAD3,", an inhibitor of ",NF-kappa B,". 
The interleukin-2 (IL-2) promoter consists of several independent T cell receptor (TcR) responsive elements.",Not_a_complex
8112299,s0,T15,T1,,Calcineurin, acts in synergy with PMA to inactivate I kappa B/,MAD3,", an inhibitor of NF-kappa B. 
The interleukin-2 (IL-2) promoter consists of several independent T cell receptor (TcR) responsive elements.",Not_a_complex
8112299,s0,T16,T1,Calcineurin acts in synergy with ,PMA, to inactivate I kappa B/,MAD3,", an inhibitor of NF-kappa B. 
The interleukin-2 (IL-2) promoter consists of several independent T cell receptor (TcR) responsive elements.",Not_a_complex
8112299,s0,T1,T17,Calcineurin acts in synergy with PMA to inactivate I kappa B/,MAD3,", an inhibitor of NF-kappa B. 
The interleukin-2 (IL-2) promoter consists of several independent ",T cell receptor, (TcR) responsive elements.,Not_a_complex
8112299,s0,T1,T18,Calcineurin acts in synergy with PMA to inactivate I kappa B/,MAD3,", an inhibitor of NF-kappa B. 
The interleukin-2 (IL-2) promoter consists of several independent T cell receptor (",TcR,) responsive elements.,Not_a_complex
8112299,s0,T1,T2,Calcineurin acts in synergy with PMA to inactivate I kappa B/,MAD3,", an inhibitor of NF-kappa B. 
The ",interleukin-2, (IL-2) promoter consists of several independent T cell receptor (TcR) responsive elements.,Not_a_complex
8112299,s0,T1,T3,Calcineurin acts in synergy with PMA to inactivate I kappa B/,MAD3,", an inhibitor of NF-kappa B. 
The interleukin-2 (",IL-2,) promoter consists of several independent T cell receptor (TcR) responsive elements.,Not_a_complex
8112299,s0,T9,T1,Calcineurin acts in synergy with PMA to inactivate ,I kappa B,/,MAD3,", an inhibitor of NF-kappa B. 
The interleukin-2 (IL-2) promoter consists of several independent T cell receptor (TcR) responsive elements.",Not_a_complex
8112299,s0,T15,T13,,Calcineurin," acts in synergy with PMA to inactivate I kappa B/MAD3, an inhibitor of ",NF-kappa B,". 
The interleukin-2 (IL-2) promoter consists of several independent T cell receptor (TcR) responsive elements.",Not_a_complex
8112299,s0,T16,T13,Calcineurin acts in synergy with ,PMA," to inactivate I kappa B/MAD3, an inhibitor of ",NF-kappa B,". 
The interleukin-2 (IL-2) promoter consists of several independent T cell receptor (TcR) responsive elements.",Not_a_complex
8112299,s0,T13,T17,"Calcineurin acts in synergy with PMA to inactivate I kappa B/MAD3, an inhibitor of ",NF-kappa B,". 
The interleukin-2 (IL-2) promoter consists of several independent ",T cell receptor, (TcR) responsive elements.,Not_a_complex
