8098618,s0,T1,T2,Activation of primary human T-lymphocytes through ,CD2, plus ,CD28," adhesion molecules induces long-term nuclear expression of NF-kappa B. 
Stimulation of highly purified human T-cells via CD2 and CD28 adhesion molecules induces and maintains proliferation for more than 3 weeks.",Not_a_complex
8098618,s0,T1,T29,Activation of primary human T-lymphocytes through ,CD2, plus CD28 adhesion molecules induces long-term nuclear expression of ,NF-kappa B,". 
Stimulation of highly purified human T-cells via CD2 and CD28 adhesion molecules induces and maintains proliferation for more than 3 weeks.",Not_a_complex
8098618,s0,T1,T3,Activation of primary human T-lymphocytes through ,CD2," plus CD28 adhesion molecules induces long-term nuclear expression of NF-kappa B. 
Stimulation of highly purified human T-cells via ",CD2, and CD28 adhesion molecules induces and maintains proliferation for more than 3 weeks.,Not_a_complex
8098618,s0,T1,T4,Activation of primary human T-lymphocytes through ,CD2," plus CD28 adhesion molecules induces long-term nuclear expression of NF-kappa B. 
Stimulation of highly purified human T-cells via CD2 and ",CD28, adhesion molecules induces and maintains proliferation for more than 3 weeks.,Not_a_complex
8098618,s0,T2,T29,Activation of primary human T-lymphocytes through CD2 plus ,CD28, adhesion molecules induces long-term nuclear expression of ,NF-kappa B,". 
Stimulation of highly purified human T-cells via CD2 and CD28 adhesion molecules induces and maintains proliferation for more than 3 weeks.",Not_a_complex
8098618,s0,T2,T3,Activation of primary human T-lymphocytes through CD2 plus ,CD28," adhesion molecules induces long-term nuclear expression of NF-kappa B. 
Stimulation of highly purified human T-cells via ",CD2, and CD28 adhesion molecules induces and maintains proliferation for more than 3 weeks.,Not_a_complex
8098618,s0,T2,T4,Activation of primary human T-lymphocytes through CD2 plus ,CD28," adhesion molecules induces long-term nuclear expression of NF-kappa B. 
Stimulation of highly purified human T-cells via CD2 and ",CD28, adhesion molecules induces and maintains proliferation for more than 3 weeks.,Not_a_complex
8098618,s0,T29,T3,Activation of primary human T-lymphocytes through CD2 plus CD28 adhesion molecules induces long-term nuclear expression of ,NF-kappa B,". 
Stimulation of highly purified human T-cells via ",CD2, and CD28 adhesion molecules induces and maintains proliferation for more than 3 weeks.,Not_a_complex
8098618,s0,T3,T4,"Activation of primary human T-lymphocytes through CD2 plus CD28 adhesion molecules induces long-term nuclear expression of NF-kappa B. 
Stimulation of highly purified human T-cells via ",CD2, and ,CD28, adhesion molecules induces and maintains proliferation for more than 3 weeks.,Not_a_complex
8098618,s0,T29,T4,Activation of primary human T-lymphocytes through CD2 plus CD28 adhesion molecules induces long-term nuclear expression of ,NF-kappa B,". 
Stimulation of highly purified human T-cells via CD2 and ",CD28, adhesion molecules induces and maintains proliferation for more than 3 weeks.,Not_a_complex
8098618,s1,T5,T6,This potent ,interleukin 2, (,IL-2,)-dependent activation does not require monocytes or accessory cells.,Not_a_complex
