8626752,s0,T1,T2,Preassociation of ,STAT1, with ,STAT2," and STAT3 in separate signalling complexes prior to cytokine stimulation. 
A variety of cytokines and growth factors act through an induction of gene expression mediated by a family of latent transcription factors called STAT (signal transducers and activators of transcription) proteins. Ligand-induced tyrosine phosphorylation of the STATs promotes their homodimer and heterodimer formation and subsequent nuclear translocation. We demonstrate here that STAT protein heterocomplexes exist prior to cytokine treatment. When unstimulated HeLa cells are ruptured in hypotonic buffer without salt or detergent, immunoadsorption of either STAT1 or STAT2 from the resulting cytosol yields coimmunoadsorption of the other STAT protein. Similarly, STAT1-STAT3 heterocomplexes are coimmunoadsorbed from hypotonic cytosol. STAT1 and STAT2 or STAT1 and STAT3 translated in reticulocyte lysate spontaneously form heterocomplexes when the translation lysates are mixed at 0 degrees C. Our data suggest that interferon-alpha /beta-induced tyrosine phosphorylation increases the stability of a preexisting, latent, STAT1-STAT2 signaling complex. Newly translated STAT1 binds in equilibrium fashion to STAT2 and STAT3, but we show that STAT2 and STAT3 exist in separate heterocomplexes with STAT1, consistent with a model in which STAT1 contains a common binding site for other STAT proteins. ",Complex_formation
8626752,s0,T1,T3,Preassociation of ,STAT1, with STAT2 and ,STAT3," in separate signalling complexes prior to cytokine stimulation. 
A variety of cytokines and growth factors act through an induction of gene expression mediated by a family of latent transcription factors called STAT (signal transducers and activators of transcription) proteins. Ligand-induced tyrosine phosphorylation of the STATs promotes their homodimer and heterodimer formation and subsequent nuclear translocation. We demonstrate here that STAT protein heterocomplexes exist prior to cytokine treatment. When unstimulated HeLa cells are ruptured in hypotonic buffer without salt or detergent, immunoadsorption of either STAT1 or STAT2 from the resulting cytosol yields coimmunoadsorption of the other STAT protein. Similarly, STAT1-STAT3 heterocomplexes are coimmunoadsorbed from hypotonic cytosol. STAT1 and STAT2 or STAT1 and STAT3 translated in reticulocyte lysate spontaneously form heterocomplexes when the translation lysates are mixed at 0 degrees C. Our data suggest that interferon-alpha /beta-induced tyrosine phosphorylation increases the stability of a preexisting, latent, STAT1-STAT2 signaling complex. Newly translated STAT1 binds in equilibrium fashion to STAT2 and STAT3, but we show that STAT2 and STAT3 exist in separate heterocomplexes with STAT1, consistent with a model in which STAT1 contains a common binding site for other STAT proteins. ",Complex_formation
8626752,s0,T2,T3,Preassociation of STAT1 with ,STAT2, and ,STAT3," in separate signalling complexes prior to cytokine stimulation. 
A variety of cytokines and growth factors act through an induction of gene expression mediated by a family of latent transcription factors called STAT (signal transducers and activators of transcription) proteins. Ligand-induced tyrosine phosphorylation of the STATs promotes their homodimer and heterodimer formation and subsequent nuclear translocation. We demonstrate here that STAT protein heterocomplexes exist prior to cytokine treatment. When unstimulated HeLa cells are ruptured in hypotonic buffer without salt or detergent, immunoadsorption of either STAT1 or STAT2 from the resulting cytosol yields coimmunoadsorption of the other STAT protein. Similarly, STAT1-STAT3 heterocomplexes are coimmunoadsorbed from hypotonic cytosol. STAT1 and STAT2 or STAT1 and STAT3 translated in reticulocyte lysate spontaneously form heterocomplexes when the translation lysates are mixed at 0 degrees C. Our data suggest that interferon-alpha /beta-induced tyrosine phosphorylation increases the stability of a preexisting, latent, STAT1-STAT2 signaling complex. Newly translated STAT1 binds in equilibrium fashion to STAT2 and STAT3, but we show that STAT2 and STAT3 exist in separate heterocomplexes with STAT1, consistent with a model in which STAT1 contains a common binding site for other STAT proteins. ",Not_a_complex
8626752,s1,T21,T22,"Preassociation of STAT1 with STAT2 and STAT3 in separate signalling complexes prior to cytokine stimulation. 
A variety of cytokines and growth factors act through an induction of gene expression mediated by a family of latent transcription factors called ",STAT, (,signal transducers and activators of transcription,") proteins. Ligand-induced tyrosine phosphorylation of the STATs promotes their homodimer and heterodimer formation and subsequent nuclear translocation. We demonstrate here that STAT protein heterocomplexes exist prior to cytokine treatment. When unstimulated HeLa cells are ruptured in hypotonic buffer without salt or detergent, immunoadsorption of either STAT1 or STAT2 from the resulting cytosol yields coimmunoadsorption of the other STAT protein. Similarly, STAT1-STAT3 heterocomplexes are coimmunoadsorbed from hypotonic cytosol. STAT1 and STAT2 or STAT1 and STAT3 translated in reticulocyte lysate spontaneously form heterocomplexes when the translation lysates are mixed at 0 degrees C. Our data suggest that interferon-alpha /beta-induced tyrosine phosphorylation increases the stability of a preexisting, latent, STAT1-STAT2 signaling complex. Newly translated STAT1 binds in equilibrium fashion to STAT2 and STAT3, but we show that STAT2 and STAT3 exist in separate heterocomplexes with STAT1, consistent with a model in which STAT1 contains a common binding site for other STAT proteins. ",Not_a_complex
8626752,s4,T27,T25,"Preassociation of STAT1 with STAT2 and STAT3 in separate signalling complexes prior to cytokine stimulation. 
A variety of cytokines and growth factors act through an induction of gene expression mediated by a family of latent transcription factors called STAT (signal transducers and activators of transcription) proteins. Ligand-induced tyrosine phosphorylation of the STATs promotes their homodimer and heterodimer formation and subsequent nuclear translocation. We demonstrate here that STAT protein heterocomplexes exist prior to cytokine treatment. When unstimulated HeLa cells are ruptured in hypotonic buffer without ",salt," or detergent, immunoadsorption of either STAT1 or STAT2 from the resulting cytosol yields coimmunoadsorption of the other ",STAT," protein. Similarly, STAT1-STAT3 heterocomplexes are coimmunoadsorbed from hypotonic cytosol. STAT1 and STAT2 or STAT1 and STAT3 translated in reticulocyte lysate spontaneously form heterocomplexes when the translation lysates are mixed at 0 degrees C. Our data suggest that interferon-alpha /beta-induced tyrosine phosphorylation increases the stability of a preexisting, latent, STAT1-STAT2 signaling complex. Newly translated STAT1 binds in equilibrium fashion to STAT2 and STAT3, but we show that STAT2 and STAT3 exist in separate heterocomplexes with STAT1, consistent with a model in which STAT1 contains a common binding site for other STAT proteins. ",Not_a_complex
8626752,s4,T28,T25,"Preassociation of STAT1 with STAT2 and STAT3 in separate signalling complexes prior to cytokine stimulation. 
A variety of cytokines and growth factors act through an induction of gene expression mediated by a family of latent transcription factors called STAT (signal transducers and activators of transcription) proteins. Ligand-induced tyrosine phosphorylation of the STATs promotes their homodimer and heterodimer formation and subsequent nuclear translocation. We demonstrate here that STAT protein heterocomplexes exist prior to cytokine treatment. When unstimulated HeLa cells are ruptured in hypotonic buffer without salt or ",detergent,", immunoadsorption of either STAT1 or STAT2 from the resulting cytosol yields coimmunoadsorption of the other ",STAT," protein. Similarly, STAT1-STAT3 heterocomplexes are coimmunoadsorbed from hypotonic cytosol. STAT1 and STAT2 or STAT1 and STAT3 translated in reticulocyte lysate spontaneously form heterocomplexes when the translation lysates are mixed at 0 degrees C. Our data suggest that interferon-alpha /beta-induced tyrosine phosphorylation increases the stability of a preexisting, latent, STAT1-STAT2 signaling complex. Newly translated STAT1 binds in equilibrium fashion to STAT2 and STAT3, but we show that STAT2 and STAT3 exist in separate heterocomplexes with STAT1, consistent with a model in which STAT1 contains a common binding site for other STAT proteins. ",Not_a_complex
8626752,s4,T27,T28,"Preassociation of STAT1 with STAT2 and STAT3 in separate signalling complexes prior to cytokine stimulation. 
A variety of cytokines and growth factors act through an induction of gene expression mediated by a family of latent transcription factors called STAT (signal transducers and activators of transcription) proteins. Ligand-induced tyrosine phosphorylation of the STATs promotes their homodimer and heterodimer formation and subsequent nuclear translocation. We demonstrate here that STAT protein heterocomplexes exist prior to cytokine treatment. When unstimulated HeLa cells are ruptured in hypotonic buffer without ",salt, or ,detergent,", immunoadsorption of either STAT1 or STAT2 from the resulting cytosol yields coimmunoadsorption of the other STAT protein. Similarly, STAT1-STAT3 heterocomplexes are coimmunoadsorbed from hypotonic cytosol. STAT1 and STAT2 or STAT1 and STAT3 translated in reticulocyte lysate spontaneously form heterocomplexes when the translation lysates are mixed at 0 degrees C. Our data suggest that interferon-alpha /beta-induced tyrosine phosphorylation increases the stability of a preexisting, latent, STAT1-STAT2 signaling complex. Newly translated STAT1 binds in equilibrium fashion to STAT2 and STAT3, but we show that STAT2 and STAT3 exist in separate heterocomplexes with STAT1, consistent with a model in which STAT1 contains a common binding site for other STAT proteins. ",Not_a_complex
8626752,s4,T4,T25,"Preassociation of STAT1 with STAT2 and STAT3 in separate signalling complexes prior to cytokine stimulation. 
A variety of cytokines and growth factors act through an induction of gene expression mediated by a family of latent transcription factors called STAT (signal transducers and activators of transcription) proteins. Ligand-induced tyrosine phosphorylation of the STATs promotes their homodimer and heterodimer formation and subsequent nuclear translocation. We demonstrate here that STAT protein heterocomplexes exist prior to cytokine treatment. When unstimulated HeLa cells are ruptured in hypotonic buffer without salt or detergent, immunoadsorption of either ",STAT1, or STAT2 from the resulting cytosol yields coimmunoadsorption of the other ,STAT," protein. Similarly, STAT1-STAT3 heterocomplexes are coimmunoadsorbed from hypotonic cytosol. STAT1 and STAT2 or STAT1 and STAT3 translated in reticulocyte lysate spontaneously form heterocomplexes when the translation lysates are mixed at 0 degrees C. Our data suggest that interferon-alpha /beta-induced tyrosine phosphorylation increases the stability of a preexisting, latent, STAT1-STAT2 signaling complex. Newly translated STAT1 binds in equilibrium fashion to STAT2 and STAT3, but we show that STAT2 and STAT3 exist in separate heterocomplexes with STAT1, consistent with a model in which STAT1 contains a common binding site for other STAT proteins. ",Not_a_complex
8626752,s4,T27,T4,"Preassociation of STAT1 with STAT2 and STAT3 in separate signalling complexes prior to cytokine stimulation. 
A variety of cytokines and growth factors act through an induction of gene expression mediated by a family of latent transcription factors called STAT (signal transducers and activators of transcription) proteins. Ligand-induced tyrosine phosphorylation of the STATs promotes their homodimer and heterodimer formation and subsequent nuclear translocation. We demonstrate here that STAT protein heterocomplexes exist prior to cytokine treatment. When unstimulated HeLa cells are ruptured in hypotonic buffer without ",salt," or detergent, immunoadsorption of either ",STAT1," or STAT2 from the resulting cytosol yields coimmunoadsorption of the other STAT protein. Similarly, STAT1-STAT3 heterocomplexes are coimmunoadsorbed from hypotonic cytosol. STAT1 and STAT2 or STAT1 and STAT3 translated in reticulocyte lysate spontaneously form heterocomplexes when the translation lysates are mixed at 0 degrees C. Our data suggest that interferon-alpha /beta-induced tyrosine phosphorylation increases the stability of a preexisting, latent, STAT1-STAT2 signaling complex. Newly translated STAT1 binds in equilibrium fashion to STAT2 and STAT3, but we show that STAT2 and STAT3 exist in separate heterocomplexes with STAT1, consistent with a model in which STAT1 contains a common binding site for other STAT proteins. ",Not_a_complex
8626752,s4,T28,T4,"Preassociation of STAT1 with STAT2 and STAT3 in separate signalling complexes prior to cytokine stimulation. 
A variety of cytokines and growth factors act through an induction of gene expression mediated by a family of latent transcription factors called STAT (signal transducers and activators of transcription) proteins. Ligand-induced tyrosine phosphorylation of the STATs promotes their homodimer and heterodimer formation and subsequent nuclear translocation. We demonstrate here that STAT protein heterocomplexes exist prior to cytokine treatment. When unstimulated HeLa cells are ruptured in hypotonic buffer without salt or ",detergent,", immunoadsorption of either ",STAT1," or STAT2 from the resulting cytosol yields coimmunoadsorption of the other STAT protein. Similarly, STAT1-STAT3 heterocomplexes are coimmunoadsorbed from hypotonic cytosol. STAT1 and STAT2 or STAT1 and STAT3 translated in reticulocyte lysate spontaneously form heterocomplexes when the translation lysates are mixed at 0 degrees C. Our data suggest that interferon-alpha /beta-induced tyrosine phosphorylation increases the stability of a preexisting, latent, STAT1-STAT2 signaling complex. Newly translated STAT1 binds in equilibrium fashion to STAT2 and STAT3, but we show that STAT2 and STAT3 exist in separate heterocomplexes with STAT1, consistent with a model in which STAT1 contains a common binding site for other STAT proteins. ",Not_a_complex
8626752,s4,T4,T5,"Preassociation of STAT1 with STAT2 and STAT3 in separate signalling complexes prior to cytokine stimulation. 
A variety of cytokines and growth factors act through an induction of gene expression mediated by a family of latent transcription factors called STAT (signal transducers and activators of transcription) proteins. Ligand-induced tyrosine phosphorylation of the STATs promotes their homodimer and heterodimer formation and subsequent nuclear translocation. We demonstrate here that STAT protein heterocomplexes exist prior to cytokine treatment. When unstimulated HeLa cells are ruptured in hypotonic buffer without salt or detergent, immunoadsorption of either ",STAT1, or ,STAT2," from the resulting cytosol yields coimmunoadsorption of the other STAT protein. Similarly, STAT1-STAT3 heterocomplexes are coimmunoadsorbed from hypotonic cytosol. STAT1 and STAT2 or STAT1 and STAT3 translated in reticulocyte lysate spontaneously form heterocomplexes when the translation lysates are mixed at 0 degrees C. Our data suggest that interferon-alpha /beta-induced tyrosine phosphorylation increases the stability of a preexisting, latent, STAT1-STAT2 signaling complex. Newly translated STAT1 binds in equilibrium fashion to STAT2 and STAT3, but we show that STAT2 and STAT3 exist in separate heterocomplexes with STAT1, consistent with a model in which STAT1 contains a common binding site for other STAT proteins. ",Not_a_complex
