15165235,s0,T1,T16,A complex of the Escherichia coli cell division proteins ,FtsL,", ",FtsB," and FtsQ forms independently of its localization to the septal region. 
Three membrane proteins required for cell division in Escherichia coli, FtsQ, FtsL and FtsB, localize to the cell septum. FtsL and FtsB, which each contain a leucine zipper-like sequence, are dependent on each other for this localization, and each of them is dependent on FtsQ. However, FtsQ is found at the cell division site in the absence of FtsL and FtsB. FtsQ, in turn, requires FtsK for its localization. Here, we show that FtsL, FtsB and FtsQ form a complex in vivo. Strikingly, this complex forms in the absence of FtsK, which is required for the localization of all three proteins to the mid-cell. These findings indicate that the FtsL, FtsB, FtsQ interactions can take place in cells before movement to the mid-cell and that migration to this position might occur only after the formation of the complex. Evidence indicating the regions of the three proteins involved in complex formation is presented. These findings provide the first example of preassembly of a subcomplex of cell division proteins before their localization to the septal region. 
",Complex_formation
15165235,s0,T1,T2,A complex of the Escherichia coli cell division proteins ,FtsL,", FtsB and ",FtsQ," forms independently of its localization to the septal region. 
Three membrane proteins required for cell division in Escherichia coli, FtsQ, FtsL and FtsB, localize to the cell septum. FtsL and FtsB, which each contain a leucine zipper-like sequence, are dependent on each other for this localization, and each of them is dependent on FtsQ. However, FtsQ is found at the cell division site in the absence of FtsL and FtsB. FtsQ, in turn, requires FtsK for its localization. Here, we show that FtsL, FtsB and FtsQ form a complex in vivo. Strikingly, this complex forms in the absence of FtsK, which is required for the localization of all three proteins to the mid-cell. These findings indicate that the FtsL, FtsB, FtsQ interactions can take place in cells before movement to the mid-cell and that migration to this position might occur only after the formation of the complex. Evidence indicating the regions of the three proteins involved in complex formation is presented. These findings provide the first example of preassembly of a subcomplex of cell division proteins before their localization to the septal region. 
",Complex_formation
15165235,s0,T16,T2,"A complex of the Escherichia coli cell division proteins FtsL, ",FtsB, and ,FtsQ," forms independently of its localization to the septal region. 
Three membrane proteins required for cell division in Escherichia coli, FtsQ, FtsL and FtsB, localize to the cell septum. FtsL and FtsB, which each contain a leucine zipper-like sequence, are dependent on each other for this localization, and each of them is dependent on FtsQ. However, FtsQ is found at the cell division site in the absence of FtsL and FtsB. FtsQ, in turn, requires FtsK for its localization. Here, we show that FtsL, FtsB and FtsQ form a complex in vivo. Strikingly, this complex forms in the absence of FtsK, which is required for the localization of all three proteins to the mid-cell. These findings indicate that the FtsL, FtsB, FtsQ interactions can take place in cells before movement to the mid-cell and that migration to this position might occur only after the formation of the complex. Evidence indicating the regions of the three proteins involved in complex formation is presented. These findings provide the first example of preassembly of a subcomplex of cell division proteins before their localization to the septal region. 
",Complex_formation
15165235,s1,T3,T17,"A complex of the Escherichia coli cell division proteins FtsL, FtsB and FtsQ forms independently of its localization to the septal region. 
Three membrane proteins required for cell division in Escherichia coli, ",FtsQ,", FtsL and ",FtsB,", localize to the cell septum. FtsL and FtsB, which each contain a leucine zipper-like sequence, are dependent on each other for this localization, and each of them is dependent on FtsQ. However, FtsQ is found at the cell division site in the absence of FtsL and FtsB. FtsQ, in turn, requires FtsK for its localization. Here, we show that FtsL, FtsB and FtsQ form a complex in vivo. Strikingly, this complex forms in the absence of FtsK, which is required for the localization of all three proteins to the mid-cell. These findings indicate that the FtsL, FtsB, FtsQ interactions can take place in cells before movement to the mid-cell and that migration to this position might occur only after the formation of the complex. Evidence indicating the regions of the three proteins involved in complex formation is presented. These findings provide the first example of preassembly of a subcomplex of cell division proteins before their localization to the septal region. 
",Not_a_complex
15165235,s1,T3,T4,"A complex of the Escherichia coli cell division proteins FtsL, FtsB and FtsQ forms independently of its localization to the septal region. 
Three membrane proteins required for cell division in Escherichia coli, ",FtsQ,", ",FtsL," and FtsB, localize to the cell septum. FtsL and FtsB, which each contain a leucine zipper-like sequence, are dependent on each other for this localization, and each of them is dependent on FtsQ. However, FtsQ is found at the cell division site in the absence of FtsL and FtsB. FtsQ, in turn, requires FtsK for its localization. Here, we show that FtsL, FtsB and FtsQ form a complex in vivo. Strikingly, this complex forms in the absence of FtsK, which is required for the localization of all three proteins to the mid-cell. These findings indicate that the FtsL, FtsB, FtsQ interactions can take place in cells before movement to the mid-cell and that migration to this position might occur only after the formation of the complex. Evidence indicating the regions of the three proteins involved in complex formation is presented. These findings provide the first example of preassembly of a subcomplex of cell division proteins before their localization to the septal region. 
",Not_a_complex
15165235,s1,T4,T17,"A complex of the Escherichia coli cell division proteins FtsL, FtsB and FtsQ forms independently of its localization to the septal region. 
Three membrane proteins required for cell division in Escherichia coli, FtsQ, ",FtsL, and ,FtsB,", localize to the cell septum. FtsL and FtsB, which each contain a leucine zipper-like sequence, are dependent on each other for this localization, and each of them is dependent on FtsQ. However, FtsQ is found at the cell division site in the absence of FtsL and FtsB. FtsQ, in turn, requires FtsK for its localization. Here, we show that FtsL, FtsB and FtsQ form a complex in vivo. Strikingly, this complex forms in the absence of FtsK, which is required for the localization of all three proteins to the mid-cell. These findings indicate that the FtsL, FtsB, FtsQ interactions can take place in cells before movement to the mid-cell and that migration to this position might occur only after the formation of the complex. Evidence indicating the regions of the three proteins involved in complex formation is presented. These findings provide the first example of preassembly of a subcomplex of cell division proteins before their localization to the septal region. 
",Not_a_complex
15165235,s2,T18,T10,"A complex of the Escherichia coli cell division proteins FtsL, FtsB and FtsQ forms independently of its localization to the septal region. 
Three membrane proteins required for cell division in Escherichia coli, FtsQ, FtsL and FtsB, localize to the cell septum. FtsL and ",FtsB,", which each contain a leucine zipper-like sequence, are dependent on each other for this localization, and each of them is dependent on FtsQ. However, FtsQ is found at the cell division site in the absence of FtsL and FtsB. FtsQ, in turn, requires ",FtsK," for its localization. Here, we show that FtsL, FtsB and FtsQ form a complex in vivo. Strikingly, this complex forms in the absence of FtsK, which is required for the localization of all three proteins to the mid-cell. These findings indicate that the FtsL, FtsB, FtsQ interactions can take place in cells before movement to the mid-cell and that migration to this position might occur only after the formation of the complex. Evidence indicating the regions of the three proteins involved in complex formation is presented. These findings provide the first example of preassembly of a subcomplex of cell division proteins before their localization to the septal region. 
",Not_a_complex
15165235,s2,T19,T10,"A complex of the Escherichia coli cell division proteins FtsL, FtsB and FtsQ forms independently of its localization to the septal region. 
Three membrane proteins required for cell division in Escherichia coli, FtsQ, FtsL and FtsB, localize to the cell septum. FtsL and FtsB, which each contain a leucine zipper-like sequence, are dependent on each other for this localization, and each of them is dependent on FtsQ. However, FtsQ is found at the cell division site in the absence of FtsL and ",FtsB,". FtsQ, in turn, requires ",FtsK," for its localization. Here, we show that FtsL, FtsB and FtsQ form a complex in vivo. Strikingly, this complex forms in the absence of FtsK, which is required for the localization of all three proteins to the mid-cell. These findings indicate that the FtsL, FtsB, FtsQ interactions can take place in cells before movement to the mid-cell and that migration to this position might occur only after the formation of the complex. Evidence indicating the regions of the three proteins involved in complex formation is presented. These findings provide the first example of preassembly of a subcomplex of cell division proteins before their localization to the septal region. 
",Not_a_complex
15165235,s2,T18,T19,"A complex of the Escherichia coli cell division proteins FtsL, FtsB and FtsQ forms independently of its localization to the septal region. 
Three membrane proteins required for cell division in Escherichia coli, FtsQ, FtsL and FtsB, localize to the cell septum. FtsL and ",FtsB,", which each contain a leucine zipper-like sequence, are dependent on each other for this localization, and each of them is dependent on FtsQ. However, FtsQ is found at the cell division site in the absence of FtsL and ",FtsB,". FtsQ, in turn, requires FtsK for its localization. Here, we show that FtsL, FtsB and FtsQ form a complex in vivo. Strikingly, this complex forms in the absence of FtsK, which is required for the localization of all three proteins to the mid-cell. These findings indicate that the FtsL, FtsB, FtsQ interactions can take place in cells before movement to the mid-cell and that migration to this position might occur only after the formation of the complex. Evidence indicating the regions of the three proteins involved in complex formation is presented. These findings provide the first example of preassembly of a subcomplex of cell division proteins before their localization to the septal region. 
",Not_a_complex
15165235,s2,T5,T10,"A complex of the Escherichia coli cell division proteins FtsL, FtsB and FtsQ forms independently of its localization to the septal region. 
Three membrane proteins required for cell division in Escherichia coli, FtsQ, FtsL and FtsB, localize to the cell septum. ",FtsL," and FtsB, which each contain a leucine zipper-like sequence, are dependent on each other for this localization, and each of them is dependent on FtsQ. However, FtsQ is found at the cell division site in the absence of FtsL and FtsB. FtsQ, in turn, requires ",FtsK," for its localization. Here, we show that FtsL, FtsB and FtsQ form a complex in vivo. Strikingly, this complex forms in the absence of FtsK, which is required for the localization of all three proteins to the mid-cell. These findings indicate that the FtsL, FtsB, FtsQ interactions can take place in cells before movement to the mid-cell and that migration to this position might occur only after the formation of the complex. Evidence indicating the regions of the three proteins involved in complex formation is presented. These findings provide the first example of preassembly of a subcomplex of cell division proteins before their localization to the septal region. 
",Not_a_complex
15165235,s2,T5,T18,"A complex of the Escherichia coli cell division proteins FtsL, FtsB and FtsQ forms independently of its localization to the septal region. 
Three membrane proteins required for cell division in Escherichia coli, FtsQ, FtsL and FtsB, localize to the cell septum. ",FtsL, and ,FtsB,", which each contain a leucine zipper-like sequence, are dependent on each other for this localization, and each of them is dependent on FtsQ. However, FtsQ is found at the cell division site in the absence of FtsL and FtsB. FtsQ, in turn, requires FtsK for its localization. Here, we show that FtsL, FtsB and FtsQ form a complex in vivo. Strikingly, this complex forms in the absence of FtsK, which is required for the localization of all three proteins to the mid-cell. These findings indicate that the FtsL, FtsB, FtsQ interactions can take place in cells before movement to the mid-cell and that migration to this position might occur only after the formation of the complex. Evidence indicating the regions of the three proteins involved in complex formation is presented. These findings provide the first example of preassembly of a subcomplex of cell division proteins before their localization to the septal region. 
",Not_a_complex
