23867819,s0,T20,T1,,Glutathione S-transferase omega, suppresses the defective phenotypes caused by ,PINK1," loss-of-function in Drosophila. 
Loss-of-function mutation of the PTEN-induced kinase 1 (PINK1) gene is a common cause of early-onset Parkinson's disease (PD). Glutathione S-transferase omega (GSTO) is a phase II detoxification enzyme that conjugates targets to glutathione, and has recently been implicated in parkin-associated PD. In this study, we found Drosophila GstO2 to be a novel genetic suppressor of the PINK1 loss-of-function mutant. We show that GstO2A expression is reduced in PINK1 mutants. Moreover, the upregulation of GstO2A restores muscle degeneration and dopaminergic neuron loss in PINK1 mutants. Given the previous data of a reduced expression of GstO2A and decreased glutathionylation of ATP synthase beta subunit in parkin or PINK1 mutants, these results suggest that the function of GstO2 is regulated by the PINK1/parkin pathway and that GstO2 also has a protective role in PINK1-associated PD. 
",Not_a_complex
23867819,s1,T2,T3,"Glutathione S-transferase omega suppresses the defective phenotypes caused by PINK1 loss-of-function in Drosophila. 
Loss-of-function mutation of the ",PTEN-induced kinase 1, (,PINK1,") gene is a common cause of early-onset Parkinson's disease (PD). Glutathione S-transferase omega (GSTO) is a phase II detoxification enzyme that conjugates targets to glutathione, and has recently been implicated in parkin-associated PD. In this study, we found Drosophila GstO2 to be a novel genetic suppressor of the PINK1 loss-of-function mutant. We show that GstO2A expression is reduced in PINK1 mutants. Moreover, the upregulation of GstO2A restores muscle degeneration and dopaminergic neuron loss in PINK1 mutants. Given the previous data of a reduced expression of GstO2A and decreased glutathionylation of ATP synthase beta subunit in parkin or PINK1 mutants, these results suggest that the function of GstO2 is regulated by the PINK1/parkin pathway and that GstO2 also has a protective role in PINK1-associated PD. 
",Not_a_complex
23867819,s2,T21,T22,"Glutathione S-transferase omega suppresses the defective phenotypes caused by PINK1 loss-of-function in Drosophila. 
Loss-of-function mutation of the PTEN-induced kinase 1 (PINK1) gene is a common cause of early-onset Parkinson's disease (PD). ",Glutathione S-transferase omega, (,GSTO,") is a phase II detoxification enzyme that conjugates targets to glutathione, and has recently been implicated in parkin-associated PD. In this study, we found Drosophila GstO2 to be a novel genetic suppressor of the PINK1 loss-of-function mutant. We show that GstO2A expression is reduced in PINK1 mutants. Moreover, the upregulation of GstO2A restores muscle degeneration and dopaminergic neuron loss in PINK1 mutants. Given the previous data of a reduced expression of GstO2A and decreased glutathionylation of ATP synthase beta subunit in parkin or PINK1 mutants, these results suggest that the function of GstO2 is regulated by the PINK1/parkin pathway and that GstO2 also has a protective role in PINK1-associated PD. 
",Not_a_complex
23867819,s2,T21,T4,"Glutathione S-transferase omega suppresses the defective phenotypes caused by PINK1 loss-of-function in Drosophila. 
Loss-of-function mutation of the PTEN-induced kinase 1 (PINK1) gene is a common cause of early-onset Parkinson's disease (PD). ",Glutathione S-transferase omega," (GSTO) is a phase II detoxification enzyme that conjugates targets to glutathione, and has recently been implicated in ",parkin,"-associated PD. In this study, we found Drosophila GstO2 to be a novel genetic suppressor of the PINK1 loss-of-function mutant. We show that GstO2A expression is reduced in PINK1 mutants. Moreover, the upregulation of GstO2A restores muscle degeneration and dopaminergic neuron loss in PINK1 mutants. Given the previous data of a reduced expression of GstO2A and decreased glutathionylation of ATP synthase beta subunit in parkin or PINK1 mutants, these results suggest that the function of GstO2 is regulated by the PINK1/parkin pathway and that GstO2 also has a protective role in PINK1-associated PD. 
",Not_a_complex
23867819,s2,T22,T4,"Glutathione S-transferase omega suppresses the defective phenotypes caused by PINK1 loss-of-function in Drosophila. 
Loss-of-function mutation of the PTEN-induced kinase 1 (PINK1) gene is a common cause of early-onset Parkinson's disease (PD). Glutathione S-transferase omega (",GSTO,") is a phase II detoxification enzyme that conjugates targets to glutathione, and has recently been implicated in ",parkin,"-associated PD. In this study, we found Drosophila GstO2 to be a novel genetic suppressor of the PINK1 loss-of-function mutant. We show that GstO2A expression is reduced in PINK1 mutants. Moreover, the upregulation of GstO2A restores muscle degeneration and dopaminergic neuron loss in PINK1 mutants. Given the previous data of a reduced expression of GstO2A and decreased glutathionylation of ATP synthase beta subunit in parkin or PINK1 mutants, these results suggest that the function of GstO2 is regulated by the PINK1/parkin pathway and that GstO2 also has a protective role in PINK1-associated PD. 
",Not_a_complex
23867819,s3,T5,T6,"Glutathione S-transferase omega suppresses the defective phenotypes caused by PINK1 loss-of-function in Drosophila. 
Loss-of-function mutation of the PTEN-induced kinase 1 (PINK1) gene is a common cause of early-onset Parkinson's disease (PD). Glutathione S-transferase omega (GSTO) is a phase II detoxification enzyme that conjugates targets to glutathione, and has recently been implicated in parkin-associated PD. In this study, we found Drosophila ",GstO2, to be a novel genetic suppressor of the ,PINK1," loss-of-function mutant. We show that GstO2A expression is reduced in PINK1 mutants. Moreover, the upregulation of GstO2A restores muscle degeneration and dopaminergic neuron loss in PINK1 mutants. Given the previous data of a reduced expression of GstO2A and decreased glutathionylation of ATP synthase beta subunit in parkin or PINK1 mutants, these results suggest that the function of GstO2 is regulated by the PINK1/parkin pathway and that GstO2 also has a protective role in PINK1-associated PD. 
",Not_a_complex
23867819,s4,T7,T8,"Glutathione S-transferase omega suppresses the defective phenotypes caused by PINK1 loss-of-function in Drosophila. 
Loss-of-function mutation of the PTEN-induced kinase 1 (PINK1) gene is a common cause of early-onset Parkinson's disease (PD). Glutathione S-transferase omega (GSTO) is a phase II detoxification enzyme that conjugates targets to glutathione, and has recently been implicated in parkin-associated PD. In this study, we found Drosophila GstO2 to be a novel genetic suppressor of the PINK1 loss-of-function mutant. We show that ",GstO2A, expression is reduced in ,PINK1," mutants. Moreover, the upregulation of GstO2A restores muscle degeneration and dopaminergic neuron loss in PINK1 mutants. Given the previous data of a reduced expression of GstO2A and decreased glutathionylation of ATP synthase beta subunit in parkin or PINK1 mutants, these results suggest that the function of GstO2 is regulated by the PINK1/parkin pathway and that GstO2 also has a protective role in PINK1-associated PD. 
",Not_a_complex
23867819,s5,T9,T10,"Glutathione S-transferase omega suppresses the defective phenotypes caused by PINK1 loss-of-function in Drosophila. 
Loss-of-function mutation of the PTEN-induced kinase 1 (PINK1) gene is a common cause of early-onset Parkinson's disease (PD). Glutathione S-transferase omega (GSTO) is a phase II detoxification enzyme that conjugates targets to glutathione, and has recently been implicated in parkin-associated PD. In this study, we found Drosophila GstO2 to be a novel genetic suppressor of the PINK1 loss-of-function mutant. We show that GstO2A expression is reduced in PINK1 mutants. Moreover, the upregulation of ",GstO2A, restores muscle degeneration and dopaminergic neuron loss in ,PINK1," mutants. Given the previous data of a reduced expression of GstO2A and decreased glutathionylation of ATP synthase beta subunit in parkin or PINK1 mutants, these results suggest that the function of GstO2 is regulated by the PINK1/parkin pathway and that GstO2 also has a protective role in PINK1-associated PD. 
",Not_a_complex
23867819,s6,T11,T12,"Glutathione S-transferase omega suppresses the defective phenotypes caused by PINK1 loss-of-function in Drosophila. 
Loss-of-function mutation of the PTEN-induced kinase 1 (PINK1) gene is a common cause of early-onset Parkinson's disease (PD). Glutathione S-transferase omega (GSTO) is a phase II detoxification enzyme that conjugates targets to glutathione, and has recently been implicated in parkin-associated PD. In this study, we found Drosophila GstO2 to be a novel genetic suppressor of the PINK1 loss-of-function mutant. We show that GstO2A expression is reduced in PINK1 mutants. Moreover, the upregulation of GstO2A restores muscle degeneration and dopaminergic neuron loss in PINK1 mutants. Given the previous data of a reduced expression of ",GstO2A, and decreased glutathionylation of ,ATP synthase beta subunit," in parkin or PINK1 mutants, these results suggest that the function of GstO2 is regulated by the PINK1/parkin pathway and that GstO2 also has a protective role in PINK1-associated PD. 
",Not_a_complex
23867819,s6,T11,T13,"Glutathione S-transferase omega suppresses the defective phenotypes caused by PINK1 loss-of-function in Drosophila. 
Loss-of-function mutation of the PTEN-induced kinase 1 (PINK1) gene is a common cause of early-onset Parkinson's disease (PD). Glutathione S-transferase omega (GSTO) is a phase II detoxification enzyme that conjugates targets to glutathione, and has recently been implicated in parkin-associated PD. In this study, we found Drosophila GstO2 to be a novel genetic suppressor of the PINK1 loss-of-function mutant. We show that GstO2A expression is reduced in PINK1 mutants. Moreover, the upregulation of GstO2A restores muscle degeneration and dopaminergic neuron loss in PINK1 mutants. Given the previous data of a reduced expression of ",GstO2A, and decreased glutathionylation of ATP synthase beta subunit in ,parkin," or PINK1 mutants, these results suggest that the function of GstO2 is regulated by the PINK1/parkin pathway and that GstO2 also has a protective role in PINK1-associated PD. 
",Not_a_complex
23867819,s6,T11,T14,"Glutathione S-transferase omega suppresses the defective phenotypes caused by PINK1 loss-of-function in Drosophila. 
Loss-of-function mutation of the PTEN-induced kinase 1 (PINK1) gene is a common cause of early-onset Parkinson's disease (PD). Glutathione S-transferase omega (GSTO) is a phase II detoxification enzyme that conjugates targets to glutathione, and has recently been implicated in parkin-associated PD. In this study, we found Drosophila GstO2 to be a novel genetic suppressor of the PINK1 loss-of-function mutant. We show that GstO2A expression is reduced in PINK1 mutants. Moreover, the upregulation of GstO2A restores muscle degeneration and dopaminergic neuron loss in PINK1 mutants. Given the previous data of a reduced expression of ",GstO2A, and decreased glutathionylation of ATP synthase beta subunit in parkin or ,PINK1," mutants, these results suggest that the function of GstO2 is regulated by the PINK1/parkin pathway and that GstO2 also has a protective role in PINK1-associated PD. 
",Not_a_complex
