9032232,s0,T1,T2,Effect of association with ,adenylyl cyclase-associated protein, on the interaction of yeast ,adenylyl cyclase," with Ras protein. 
Posttranslational modification of Ras protein has been shown to be critical for interaction with its effector molecules, including Saccharomyces cerevisiae adenylyl cyclase. However, the mechanism of its action was unknown. In this study, we used a reconstituted system with purified adenylyl cyclase and Ras proteins carrying various degrees of the modification to show that the posttranslational modification, especially the farnesylation step, is responsible for 5- to 10-fold increase in Ras-dependent activation of adenylyl cyclase activity even though it has no significant effect on their binding affinity. The stimulatory effect of farnesylation is found to depend on the association of adenylyl cyclase with 70-kDa adenylyl cyclase-associated protein (CAP), which was known to be required for proper in vivo response of adenylyl cyclase to Ras protein, by comparing the levels of Ras-dependent activation of purified adenylyl cyclase with and without bound CAP. The region of CAP required for this effect is mapped to its N-terminal segment of 168 amino acid residues, which coincides with the region required for the in vivo effect. Furthermore, the stimulatory effect is successfully reconstituted by in vitro association of CAP with the purified adenylyl cyclase molecule lacking the bound CAP. These results indicate that the association of adenylyl cyclase with CAP is responsible for the stimulatory effect of posttranslational modification of Ras on its activity and that this may be the mechanism underlying its requirement for the proper in vivo cyclic AMP response. 
",Complex_formation
9032232,s0,T2,T12,Effect of association with adenylyl cyclase-associated protein on the interaction of yeast ,adenylyl cyclase, with ,Ras," protein. 
Posttranslational modification of Ras protein has been shown to be critical for interaction with its effector molecules, including Saccharomyces cerevisiae adenylyl cyclase. However, the mechanism of its action was unknown. In this study, we used a reconstituted system with purified adenylyl cyclase and Ras proteins carrying various degrees of the modification to show that the posttranslational modification, especially the farnesylation step, is responsible for 5- to 10-fold increase in Ras-dependent activation of adenylyl cyclase activity even though it has no significant effect on their binding affinity. The stimulatory effect of farnesylation is found to depend on the association of adenylyl cyclase with 70-kDa adenylyl cyclase-associated protein (CAP), which was known to be required for proper in vivo response of adenylyl cyclase to Ras protein, by comparing the levels of Ras-dependent activation of purified adenylyl cyclase with and without bound CAP. The region of CAP required for this effect is mapped to its N-terminal segment of 168 amino acid residues, which coincides with the region required for the in vivo effect. Furthermore, the stimulatory effect is successfully reconstituted by in vitro association of CAP with the purified adenylyl cyclase molecule lacking the bound CAP. These results indicate that the association of adenylyl cyclase with CAP is responsible for the stimulatory effect of posttranslational modification of Ras on its activity and that this may be the mechanism underlying its requirement for the proper in vivo cyclic AMP response. 
",Complex_formation
9032232,s0,T1,T12,Effect of association with ,adenylyl cyclase-associated protein, on the interaction of yeast adenylyl cyclase with ,Ras," protein. 
Posttranslational modification of Ras protein has been shown to be critical for interaction with its effector molecules, including Saccharomyces cerevisiae adenylyl cyclase. However, the mechanism of its action was unknown. In this study, we used a reconstituted system with purified adenylyl cyclase and Ras proteins carrying various degrees of the modification to show that the posttranslational modification, especially the farnesylation step, is responsible for 5- to 10-fold increase in Ras-dependent activation of adenylyl cyclase activity even though it has no significant effect on their binding affinity. The stimulatory effect of farnesylation is found to depend on the association of adenylyl cyclase with 70-kDa adenylyl cyclase-associated protein (CAP), which was known to be required for proper in vivo response of adenylyl cyclase to Ras protein, by comparing the levels of Ras-dependent activation of purified adenylyl cyclase with and without bound CAP. The region of CAP required for this effect is mapped to its N-terminal segment of 168 amino acid residues, which coincides with the region required for the in vivo effect. Furthermore, the stimulatory effect is successfully reconstituted by in vitro association of CAP with the purified adenylyl cyclase molecule lacking the bound CAP. These results indicate that the association of adenylyl cyclase with CAP is responsible for the stimulatory effect of posttranslational modification of Ras on its activity and that this may be the mechanism underlying its requirement for the proper in vivo cyclic AMP response. 
",Not_a_complex
9032232,s1,T13,T3,"Effect of association with adenylyl cyclase-associated protein on the interaction of yeast adenylyl cyclase with Ras protein. 
Posttranslational modification of ",Ras," protein has been shown to be critical for interaction with its effector molecules, including Saccharomyces cerevisiae ",adenylyl cyclase,". However, the mechanism of its action was unknown. In this study, we used a reconstituted system with purified adenylyl cyclase and Ras proteins carrying various degrees of the modification to show that the posttranslational modification, especially the farnesylation step, is responsible for 5- to 10-fold increase in Ras-dependent activation of adenylyl cyclase activity even though it has no significant effect on their binding affinity. The stimulatory effect of farnesylation is found to depend on the association of adenylyl cyclase with 70-kDa adenylyl cyclase-associated protein (CAP), which was known to be required for proper in vivo response of adenylyl cyclase to Ras protein, by comparing the levels of Ras-dependent activation of purified adenylyl cyclase with and without bound CAP. The region of CAP required for this effect is mapped to its N-terminal segment of 168 amino acid residues, which coincides with the region required for the in vivo effect. Furthermore, the stimulatory effect is successfully reconstituted by in vitro association of CAP with the purified adenylyl cyclase molecule lacking the bound CAP. These results indicate that the association of adenylyl cyclase with CAP is responsible for the stimulatory effect of posttranslational modification of Ras on its activity and that this may be the mechanism underlying its requirement for the proper in vivo cyclic AMP response. 
",Complex_formation
9032232,s3,T15,T5,"Effect of association with adenylyl cyclase-associated protein on the interaction of yeast adenylyl cyclase with Ras protein. 
Posttranslational modification of Ras protein has been shown to be critical for interaction with its effector molecules, including Saccharomyces cerevisiae adenylyl cyclase. However, the mechanism of its action was unknown. In this study, we used a reconstituted system with purified adenylyl cyclase and Ras proteins carrying various degrees of the modification to show that the posttranslational modification, especially the farnesylation step, is responsible for 5- to 10-fold increase in ",Ras,-dependent activation of ,adenylyl cyclase," activity even though it has no significant effect on their binding affinity. The stimulatory effect of farnesylation is found to depend on the association of adenylyl cyclase with 70-kDa adenylyl cyclase-associated protein (CAP), which was known to be required for proper in vivo response of adenylyl cyclase to Ras protein, by comparing the levels of Ras-dependent activation of purified adenylyl cyclase with and without bound CAP. The region of CAP required for this effect is mapped to its N-terminal segment of 168 amino acid residues, which coincides with the region required for the in vivo effect. Furthermore, the stimulatory effect is successfully reconstituted by in vitro association of CAP with the purified adenylyl cyclase molecule lacking the bound CAP. These results indicate that the association of adenylyl cyclase with CAP is responsible for the stimulatory effect of posttranslational modification of Ras on its activity and that this may be the mechanism underlying its requirement for the proper in vivo cyclic AMP response. 
",Complex_formation
9032232,s3,T14,T15,"Effect of association with adenylyl cyclase-associated protein on the interaction of yeast adenylyl cyclase with Ras protein. 
Posttranslational modification of Ras protein has been shown to be critical for interaction with its effector molecules, including Saccharomyces cerevisiae adenylyl cyclase. However, the mechanism of its action was unknown. In this study, we used a reconstituted system with purified adenylyl cyclase and ",Ras," proteins carrying various degrees of the modification to show that the posttranslational modification, especially the farnesylation step, is responsible for 5- to 10-fold increase in ",Ras,"-dependent activation of adenylyl cyclase activity even though it has no significant effect on their binding affinity. The stimulatory effect of farnesylation is found to depend on the association of adenylyl cyclase with 70-kDa adenylyl cyclase-associated protein (CAP), which was known to be required for proper in vivo response of adenylyl cyclase to Ras protein, by comparing the levels of Ras-dependent activation of purified adenylyl cyclase with and without bound CAP. The region of CAP required for this effect is mapped to its N-terminal segment of 168 amino acid residues, which coincides with the region required for the in vivo effect. Furthermore, the stimulatory effect is successfully reconstituted by in vitro association of CAP with the purified adenylyl cyclase molecule lacking the bound CAP. These results indicate that the association of adenylyl cyclase with CAP is responsible for the stimulatory effect of posttranslational modification of Ras on its activity and that this may be the mechanism underlying its requirement for the proper in vivo cyclic AMP response. 
",Not_a_complex
9032232,s3,T4,T14,"Effect of association with adenylyl cyclase-associated protein on the interaction of yeast adenylyl cyclase with Ras protein. 
Posttranslational modification of Ras protein has been shown to be critical for interaction with its effector molecules, including Saccharomyces cerevisiae adenylyl cyclase. However, the mechanism of its action was unknown. In this study, we used a reconstituted system with purified ",adenylyl cyclase, and ,Ras," proteins carrying various degrees of the modification to show that the posttranslational modification, especially the farnesylation step, is responsible for 5- to 10-fold increase in Ras-dependent activation of adenylyl cyclase activity even though it has no significant effect on their binding affinity. The stimulatory effect of farnesylation is found to depend on the association of adenylyl cyclase with 70-kDa adenylyl cyclase-associated protein (CAP), which was known to be required for proper in vivo response of adenylyl cyclase to Ras protein, by comparing the levels of Ras-dependent activation of purified adenylyl cyclase with and without bound CAP. The region of CAP required for this effect is mapped to its N-terminal segment of 168 amino acid residues, which coincides with the region required for the in vivo effect. Furthermore, the stimulatory effect is successfully reconstituted by in vitro association of CAP with the purified adenylyl cyclase molecule lacking the bound CAP. These results indicate that the association of adenylyl cyclase with CAP is responsible for the stimulatory effect of posttranslational modification of Ras on its activity and that this may be the mechanism underlying its requirement for the proper in vivo cyclic AMP response. 
",Not_a_complex
9032232,s3,T4,T15,"Effect of association with adenylyl cyclase-associated protein on the interaction of yeast adenylyl cyclase with Ras protein. 
Posttranslational modification of Ras protein has been shown to be critical for interaction with its effector molecules, including Saccharomyces cerevisiae adenylyl cyclase. However, the mechanism of its action was unknown. In this study, we used a reconstituted system with purified ",adenylyl cyclase," and Ras proteins carrying various degrees of the modification to show that the posttranslational modification, especially the farnesylation step, is responsible for 5- to 10-fold increase in ",Ras,"-dependent activation of adenylyl cyclase activity even though it has no significant effect on their binding affinity. The stimulatory effect of farnesylation is found to depend on the association of adenylyl cyclase with 70-kDa adenylyl cyclase-associated protein (CAP), which was known to be required for proper in vivo response of adenylyl cyclase to Ras protein, by comparing the levels of Ras-dependent activation of purified adenylyl cyclase with and without bound CAP. The region of CAP required for this effect is mapped to its N-terminal segment of 168 amino acid residues, which coincides with the region required for the in vivo effect. Furthermore, the stimulatory effect is successfully reconstituted by in vitro association of CAP with the purified adenylyl cyclase molecule lacking the bound CAP. These results indicate that the association of adenylyl cyclase with CAP is responsible for the stimulatory effect of posttranslational modification of Ras on its activity and that this may be the mechanism underlying its requirement for the proper in vivo cyclic AMP response. 
",Not_a_complex
9032232,s3,T4,T5,"Effect of association with adenylyl cyclase-associated protein on the interaction of yeast adenylyl cyclase with Ras protein. 
Posttranslational modification of Ras protein has been shown to be critical for interaction with its effector molecules, including Saccharomyces cerevisiae adenylyl cyclase. However, the mechanism of its action was unknown. In this study, we used a reconstituted system with purified ",adenylyl cyclase," and Ras proteins carrying various degrees of the modification to show that the posttranslational modification, especially the farnesylation step, is responsible for 5- to 10-fold increase in Ras-dependent activation of ",adenylyl cyclase," activity even though it has no significant effect on their binding affinity. The stimulatory effect of farnesylation is found to depend on the association of adenylyl cyclase with 70-kDa adenylyl cyclase-associated protein (CAP), which was known to be required for proper in vivo response of adenylyl cyclase to Ras protein, by comparing the levels of Ras-dependent activation of purified adenylyl cyclase with and without bound CAP. The region of CAP required for this effect is mapped to its N-terminal segment of 168 amino acid residues, which coincides with the region required for the in vivo effect. Furthermore, the stimulatory effect is successfully reconstituted by in vitro association of CAP with the purified adenylyl cyclase molecule lacking the bound CAP. These results indicate that the association of adenylyl cyclase with CAP is responsible for the stimulatory effect of posttranslational modification of Ras on its activity and that this may be the mechanism underlying its requirement for the proper in vivo cyclic AMP response. 
",Not_a_complex
9032232,s3,T14,T5,"Effect of association with adenylyl cyclase-associated protein on the interaction of yeast adenylyl cyclase with Ras protein. 
Posttranslational modification of Ras protein has been shown to be critical for interaction with its effector molecules, including Saccharomyces cerevisiae adenylyl cyclase. However, the mechanism of its action was unknown. In this study, we used a reconstituted system with purified adenylyl cyclase and ",Ras," proteins carrying various degrees of the modification to show that the posttranslational modification, especially the farnesylation step, is responsible for 5- to 10-fold increase in Ras-dependent activation of ",adenylyl cyclase," activity even though it has no significant effect on their binding affinity. The stimulatory effect of farnesylation is found to depend on the association of adenylyl cyclase with 70-kDa adenylyl cyclase-associated protein (CAP), which was known to be required for proper in vivo response of adenylyl cyclase to Ras protein, by comparing the levels of Ras-dependent activation of purified adenylyl cyclase with and without bound CAP. The region of CAP required for this effect is mapped to its N-terminal segment of 168 amino acid residues, which coincides with the region required for the in vivo effect. Furthermore, the stimulatory effect is successfully reconstituted by in vitro association of CAP with the purified adenylyl cyclase molecule lacking the bound CAP. These results indicate that the association of adenylyl cyclase with CAP is responsible for the stimulatory effect of posttranslational modification of Ras on its activity and that this may be the mechanism underlying its requirement for the proper in vivo cyclic AMP response. 
",Not_a_complex
9032232,s4,T6,T16,"Effect of association with adenylyl cyclase-associated protein on the interaction of yeast adenylyl cyclase with Ras protein. 
Posttranslational modification of Ras protein has been shown to be critical for interaction with its effector molecules, including Saccharomyces cerevisiae adenylyl cyclase. However, the mechanism of its action was unknown. In this study, we used a reconstituted system with purified adenylyl cyclase and Ras proteins carrying various degrees of the modification to show that the posttranslational modification, especially the farnesylation step, is responsible for 5- to 10-fold increase in Ras-dependent activation of adenylyl cyclase activity even though it has no significant effect on their binding affinity. The stimulatory effect of farnesylation is found to depend on the association of ",adenylyl cyclase, with 70-kDa adenylyl cyclase-associated protein (,CAP,"), which was known to be required for proper in vivo response of adenylyl cyclase to Ras protein, by comparing the levels of Ras-dependent activation of purified adenylyl cyclase with and without bound CAP. The region of CAP required for this effect is mapped to its N-terminal segment of 168 amino acid residues, which coincides with the region required for the in vivo effect. Furthermore, the stimulatory effect is successfully reconstituted by in vitro association of CAP with the purified adenylyl cyclase molecule lacking the bound CAP. These results indicate that the association of adenylyl cyclase with CAP is responsible for the stimulatory effect of posttranslational modification of Ras on its activity and that this may be the mechanism underlying its requirement for the proper in vivo cyclic AMP response. 
",Complex_formation
9032232,s4,T6,T7,"Effect of association with adenylyl cyclase-associated protein on the interaction of yeast adenylyl cyclase with Ras protein. 
Posttranslational modification of Ras protein has been shown to be critical for interaction with its effector molecules, including Saccharomyces cerevisiae adenylyl cyclase. However, the mechanism of its action was unknown. In this study, we used a reconstituted system with purified adenylyl cyclase and Ras proteins carrying various degrees of the modification to show that the posttranslational modification, especially the farnesylation step, is responsible for 5- to 10-fold increase in Ras-dependent activation of adenylyl cyclase activity even though it has no significant effect on their binding affinity. The stimulatory effect of farnesylation is found to depend on the association of ",adenylyl cyclase, with 70-kDa ,adenylyl cyclase-associated protein," (CAP), which was known to be required for proper in vivo response of adenylyl cyclase to Ras protein, by comparing the levels of Ras-dependent activation of purified adenylyl cyclase with and without bound CAP. The region of CAP required for this effect is mapped to its N-terminal segment of 168 amino acid residues, which coincides with the region required for the in vivo effect. Furthermore, the stimulatory effect is successfully reconstituted by in vitro association of CAP with the purified adenylyl cyclase molecule lacking the bound CAP. These results indicate that the association of adenylyl cyclase with CAP is responsible for the stimulatory effect of posttranslational modification of Ras on its activity and that this may be the mechanism underlying its requirement for the proper in vivo cyclic AMP response. 
",Complex_formation
9032232,s4,T9,T19,"Effect of association with adenylyl cyclase-associated protein on the interaction of yeast adenylyl cyclase with Ras protein. 
Posttranslational modification of Ras protein has been shown to be critical for interaction with its effector molecules, including Saccharomyces cerevisiae adenylyl cyclase. However, the mechanism of its action was unknown. In this study, we used a reconstituted system with purified adenylyl cyclase and Ras proteins carrying various degrees of the modification to show that the posttranslational modification, especially the farnesylation step, is responsible for 5- to 10-fold increase in Ras-dependent activation of adenylyl cyclase activity even though it has no significant effect on their binding affinity. The stimulatory effect of farnesylation is found to depend on the association of adenylyl cyclase with 70-kDa adenylyl cyclase-associated protein (CAP), which was known to be required for proper in vivo response of adenylyl cyclase to Ras protein, by comparing the levels of Ras-dependent activation of purified ",adenylyl cyclase, with and without bound ,CAP,". The region of CAP required for this effect is mapped to its N-terminal segment of 168 amino acid residues, which coincides with the region required for the in vivo effect. Furthermore, the stimulatory effect is successfully reconstituted by in vitro association of CAP with the purified adenylyl cyclase molecule lacking the bound CAP. These results indicate that the association of adenylyl cyclase with CAP is responsible for the stimulatory effect of posttranslational modification of Ras on its activity and that this may be the mechanism underlying its requirement for the proper in vivo cyclic AMP response. 
",Complex_formation
9032232,s4,T16,T17,"Effect of association with adenylyl cyclase-associated protein on the interaction of yeast adenylyl cyclase with Ras protein. 
Posttranslational modification of Ras protein has been shown to be critical for interaction with its effector molecules, including Saccharomyces cerevisiae adenylyl cyclase. However, the mechanism of its action was unknown. In this study, we used a reconstituted system with purified adenylyl cyclase and Ras proteins carrying various degrees of the modification to show that the posttranslational modification, especially the farnesylation step, is responsible for 5- to 10-fold increase in Ras-dependent activation of adenylyl cyclase activity even though it has no significant effect on their binding affinity. The stimulatory effect of farnesylation is found to depend on the association of adenylyl cyclase with 70-kDa adenylyl cyclase-associated protein (",CAP,"), which was known to be required for proper in vivo response of adenylyl cyclase to ",Ras," protein, by comparing the levels of Ras-dependent activation of purified adenylyl cyclase with and without bound CAP. The region of CAP required for this effect is mapped to its N-terminal segment of 168 amino acid residues, which coincides with the region required for the in vivo effect. Furthermore, the stimulatory effect is successfully reconstituted by in vitro association of CAP with the purified adenylyl cyclase molecule lacking the bound CAP. These results indicate that the association of adenylyl cyclase with CAP is responsible for the stimulatory effect of posttranslational modification of Ras on its activity and that this may be the mechanism underlying its requirement for the proper in vivo cyclic AMP response. 
",Not_a_complex
9032232,s4,T16,T18,"Effect of association with adenylyl cyclase-associated protein on the interaction of yeast adenylyl cyclase with Ras protein. 
Posttranslational modification of Ras protein has been shown to be critical for interaction with its effector molecules, including Saccharomyces cerevisiae adenylyl cyclase. However, the mechanism of its action was unknown. In this study, we used a reconstituted system with purified adenylyl cyclase and Ras proteins carrying various degrees of the modification to show that the posttranslational modification, especially the farnesylation step, is responsible for 5- to 10-fold increase in Ras-dependent activation of adenylyl cyclase activity even though it has no significant effect on their binding affinity. The stimulatory effect of farnesylation is found to depend on the association of adenylyl cyclase with 70-kDa adenylyl cyclase-associated protein (",CAP,"), which was known to be required for proper in vivo response of adenylyl cyclase to Ras protein, by comparing the levels of ",Ras,"-dependent activation of purified adenylyl cyclase with and without bound CAP. The region of CAP required for this effect is mapped to its N-terminal segment of 168 amino acid residues, which coincides with the region required for the in vivo effect. Furthermore, the stimulatory effect is successfully reconstituted by in vitro association of CAP with the purified adenylyl cyclase molecule lacking the bound CAP. These results indicate that the association of adenylyl cyclase with CAP is responsible for the stimulatory effect of posttranslational modification of Ras on its activity and that this may be the mechanism underlying its requirement for the proper in vivo cyclic AMP response. 
",Not_a_complex
