8530384,s0,T1,T2,Functional characterization of the murine homolog of the B cell-specific coactivator ,BOB.1,/,OBF.1,". 
B cell-specific transcriptional promoter activity mediated by the octamer motif requires the Oct1 or Oct2 protein and additional B cell-restricted cofactors. One such cofactor, BOB.1/OBF.1, was recently isolated from human B cells. Here, we describe the isolation and detailed characterization of the murine homolog. Full-length cDNAs and genomic clones were isolated, and the gene structure was determined. Comparison of the deduced amino acids shows 88% sequence identity between mouse and human BOB.1/OBF.1. The NH2-terminal 126 amino acids of BOB.1/OBF.1 are both essential and sufficient for interaction with the POU domains of either Oct1 or Oct2. This protein-protein interaction does not require the simultaneous binding of Oct proteins to DNA, and high resolution footprinting of the Oct-DNA interaction reveals that binding of BOB.1/OBF.1 to Oct1 or Oct2 does not alter the interaction with DNA. BOB.1/OBF.1 can efficiently activate octamer-dependent promoters in fibroblasts; however, it fails to stimulate octamer-dependent enhancer activity. Fusion of subdomains of BOB.1/OBF.1 with the GAL4 DNA binding domain reveals that both NH2- and COOH-terminal domains of BOB.1/OBF.1 contribute to full transactivation function, the COOH-terminal domain is more efficient in this transactivation assay. Consistent with the failure of full-length BOB.1/OBF.1 to stimulate octamer-dependent enhancer elements in non B cells, the GAL4 fusions likewise only stimulate from a promoter-proximal position. ",Not_a_complex
8530384,s1,T3,T4,"Functional characterization of the murine homolog of the B cell-specific coactivator BOB.1/OBF.1. 
B cell-specific transcriptional promoter activity mediated by the octamer motif requires the ",Oct1, or ,Oct2," protein and additional B cell-restricted cofactors. One such cofactor, BOB.1/OBF.1, was recently isolated from human B cells. Here, we describe the isolation and detailed characterization of the murine homolog. Full-length cDNAs and genomic clones were isolated, and the gene structure was determined. Comparison of the deduced amino acids shows 88% sequence identity between mouse and human BOB.1/OBF.1. The NH2-terminal 126 amino acids of BOB.1/OBF.1 are both essential and sufficient for interaction with the POU domains of either Oct1 or Oct2. This protein-protein interaction does not require the simultaneous binding of Oct proteins to DNA, and high resolution footprinting of the Oct-DNA interaction reveals that binding of BOB.1/OBF.1 to Oct1 or Oct2 does not alter the interaction with DNA. BOB.1/OBF.1 can efficiently activate octamer-dependent promoters in fibroblasts; however, it fails to stimulate octamer-dependent enhancer activity. Fusion of subdomains of BOB.1/OBF.1 with the GAL4 DNA binding domain reveals that both NH2- and COOH-terminal domains of BOB.1/OBF.1 contribute to full transactivation function, the COOH-terminal domain is more efficient in this transactivation assay. Consistent with the failure of full-length BOB.1/OBF.1 to stimulate octamer-dependent enhancer elements in non B cells, the GAL4 fusions likewise only stimulate from a promoter-proximal position. ",Not_a_complex
8530384,s2,T5,T6,"Functional characterization of the murine homolog of the B cell-specific coactivator BOB.1/OBF.1. 
B cell-specific transcriptional promoter activity mediated by the octamer motif requires the Oct1 or Oct2 protein and additional B cell-restricted cofactors. One such cofactor, ",BOB.1,/,OBF.1,", was recently isolated from human B cells. Here, we describe the isolation and detailed characterization of the murine homolog. Full-length cDNAs and genomic clones were isolated, and the gene structure was determined. Comparison of the deduced amino acids shows 88% sequence identity between mouse and human BOB.1/OBF.1. The NH2-terminal 126 amino acids of BOB.1/OBF.1 are both essential and sufficient for interaction with the POU domains of either Oct1 or Oct2. This protein-protein interaction does not require the simultaneous binding of Oct proteins to DNA, and high resolution footprinting of the Oct-DNA interaction reveals that binding of BOB.1/OBF.1 to Oct1 or Oct2 does not alter the interaction with DNA. BOB.1/OBF.1 can efficiently activate octamer-dependent promoters in fibroblasts; however, it fails to stimulate octamer-dependent enhancer activity. Fusion of subdomains of BOB.1/OBF.1 with the GAL4 DNA binding domain reveals that both NH2- and COOH-terminal domains of BOB.1/OBF.1 contribute to full transactivation function, the COOH-terminal domain is more efficient in this transactivation assay. Consistent with the failure of full-length BOB.1/OBF.1 to stimulate octamer-dependent enhancer elements in non B cells, the GAL4 fusions likewise only stimulate from a promoter-proximal position. ",Not_a_complex
8530384,s5,T7,T8,"Functional characterization of the murine homolog of the B cell-specific coactivator BOB.1/OBF.1. 
B cell-specific transcriptional promoter activity mediated by the octamer motif requires the Oct1 or Oct2 protein and additional B cell-restricted cofactors. One such cofactor, BOB.1/OBF.1, was recently isolated from human B cells. Here, we describe the isolation and detailed characterization of the murine homolog. Full-length cDNAs and genomic clones were isolated, and the gene structure was determined. Comparison of the deduced amino acids shows 88% sequence identity between mouse and human ",BOB.1,/,OBF.1,". The NH2-terminal 126 amino acids of BOB.1/OBF.1 are both essential and sufficient for interaction with the POU domains of either Oct1 or Oct2. This protein-protein interaction does not require the simultaneous binding of Oct proteins to DNA, and high resolution footprinting of the Oct-DNA interaction reveals that binding of BOB.1/OBF.1 to Oct1 or Oct2 does not alter the interaction with DNA. BOB.1/OBF.1 can efficiently activate octamer-dependent promoters in fibroblasts; however, it fails to stimulate octamer-dependent enhancer activity. Fusion of subdomains of BOB.1/OBF.1 with the GAL4 DNA binding domain reveals that both NH2- and COOH-terminal domains of BOB.1/OBF.1 contribute to full transactivation function, the COOH-terminal domain is more efficient in this transactivation assay. Consistent with the failure of full-length BOB.1/OBF.1 to stimulate octamer-dependent enhancer elements in non B cells, the GAL4 fusions likewise only stimulate from a promoter-proximal position. ",Not_a_complex
8530384,s6,T10,T11,"Functional characterization of the murine homolog of the B cell-specific coactivator BOB.1/OBF.1. 
B cell-specific transcriptional promoter activity mediated by the octamer motif requires the Oct1 or Oct2 protein and additional B cell-restricted cofactors. One such cofactor, BOB.1/OBF.1, was recently isolated from human B cells. Here, we describe the isolation and detailed characterization of the murine homolog. Full-length cDNAs and genomic clones were isolated, and the gene structure was determined. Comparison of the deduced amino acids shows 88% sequence identity between mouse and human BOB.1/OBF.1. The NH2-terminal 126 amino acids of BOB.1/",OBF.1, are both essential and sufficient for interaction with the POU domains of either ,Oct1," or Oct2. This protein-protein interaction does not require the simultaneous binding of Oct proteins to DNA, and high resolution footprinting of the Oct-DNA interaction reveals that binding of BOB.1/OBF.1 to Oct1 or Oct2 does not alter the interaction with DNA. BOB.1/OBF.1 can efficiently activate octamer-dependent promoters in fibroblasts; however, it fails to stimulate octamer-dependent enhancer activity. Fusion of subdomains of BOB.1/OBF.1 with the GAL4 DNA binding domain reveals that both NH2- and COOH-terminal domains of BOB.1/OBF.1 contribute to full transactivation function, the COOH-terminal domain is more efficient in this transactivation assay. Consistent with the failure of full-length BOB.1/OBF.1 to stimulate octamer-dependent enhancer elements in non B cells, the GAL4 fusions likewise only stimulate from a promoter-proximal position. ",Complex_formation
8530384,s6,T10,T12,"Functional characterization of the murine homolog of the B cell-specific coactivator BOB.1/OBF.1. 
B cell-specific transcriptional promoter activity mediated by the octamer motif requires the Oct1 or Oct2 protein and additional B cell-restricted cofactors. One such cofactor, BOB.1/OBF.1, was recently isolated from human B cells. Here, we describe the isolation and detailed characterization of the murine homolog. Full-length cDNAs and genomic clones were isolated, and the gene structure was determined. Comparison of the deduced amino acids shows 88% sequence identity between mouse and human BOB.1/OBF.1. The NH2-terminal 126 amino acids of BOB.1/",OBF.1, are both essential and sufficient for interaction with the POU domains of either Oct1 or ,Oct2,". This protein-protein interaction does not require the simultaneous binding of Oct proteins to DNA, and high resolution footprinting of the Oct-DNA interaction reveals that binding of BOB.1/OBF.1 to Oct1 or Oct2 does not alter the interaction with DNA. BOB.1/OBF.1 can efficiently activate octamer-dependent promoters in fibroblasts; however, it fails to stimulate octamer-dependent enhancer activity. Fusion of subdomains of BOB.1/OBF.1 with the GAL4 DNA binding domain reveals that both NH2- and COOH-terminal domains of BOB.1/OBF.1 contribute to full transactivation function, the COOH-terminal domain is more efficient in this transactivation assay. Consistent with the failure of full-length BOB.1/OBF.1 to stimulate octamer-dependent enhancer elements in non B cells, the GAL4 fusions likewise only stimulate from a promoter-proximal position. ",Complex_formation
8530384,s6,T9,T11,"Functional characterization of the murine homolog of the B cell-specific coactivator BOB.1/OBF.1. 
B cell-specific transcriptional promoter activity mediated by the octamer motif requires the Oct1 or Oct2 protein and additional B cell-restricted cofactors. One such cofactor, BOB.1/OBF.1, was recently isolated from human B cells. Here, we describe the isolation and detailed characterization of the murine homolog. Full-length cDNAs and genomic clones were isolated, and the gene structure was determined. Comparison of the deduced amino acids shows 88% sequence identity between mouse and human BOB.1/OBF.1. The NH2-terminal 126 amino acids of ",BOB.1,/OBF.1 are both essential and sufficient for interaction with the POU domains of either ,Oct1," or Oct2. This protein-protein interaction does not require the simultaneous binding of Oct proteins to DNA, and high resolution footprinting of the Oct-DNA interaction reveals that binding of BOB.1/OBF.1 to Oct1 or Oct2 does not alter the interaction with DNA. BOB.1/OBF.1 can efficiently activate octamer-dependent promoters in fibroblasts; however, it fails to stimulate octamer-dependent enhancer activity. Fusion of subdomains of BOB.1/OBF.1 with the GAL4 DNA binding domain reveals that both NH2- and COOH-terminal domains of BOB.1/OBF.1 contribute to full transactivation function, the COOH-terminal domain is more efficient in this transactivation assay. Consistent with the failure of full-length BOB.1/OBF.1 to stimulate octamer-dependent enhancer elements in non B cells, the GAL4 fusions likewise only stimulate from a promoter-proximal position. ",Complex_formation
8530384,s6,T9,T12,"Functional characterization of the murine homolog of the B cell-specific coactivator BOB.1/OBF.1. 
B cell-specific transcriptional promoter activity mediated by the octamer motif requires the Oct1 or Oct2 protein and additional B cell-restricted cofactors. One such cofactor, BOB.1/OBF.1, was recently isolated from human B cells. Here, we describe the isolation and detailed characterization of the murine homolog. Full-length cDNAs and genomic clones were isolated, and the gene structure was determined. Comparison of the deduced amino acids shows 88% sequence identity between mouse and human BOB.1/OBF.1. The NH2-terminal 126 amino acids of ",BOB.1,/OBF.1 are both essential and sufficient for interaction with the POU domains of either Oct1 or ,Oct2,". This protein-protein interaction does not require the simultaneous binding of Oct proteins to DNA, and high resolution footprinting of the Oct-DNA interaction reveals that binding of BOB.1/OBF.1 to Oct1 or Oct2 does not alter the interaction with DNA. BOB.1/OBF.1 can efficiently activate octamer-dependent promoters in fibroblasts; however, it fails to stimulate octamer-dependent enhancer activity. Fusion of subdomains of BOB.1/OBF.1 with the GAL4 DNA binding domain reveals that both NH2- and COOH-terminal domains of BOB.1/OBF.1 contribute to full transactivation function, the COOH-terminal domain is more efficient in this transactivation assay. Consistent with the failure of full-length BOB.1/OBF.1 to stimulate octamer-dependent enhancer elements in non B cells, the GAL4 fusions likewise only stimulate from a promoter-proximal position. ",Complex_formation
8530384,s6,T11,T12,"Functional characterization of the murine homolog of the B cell-specific coactivator BOB.1/OBF.1. 
B cell-specific transcriptional promoter activity mediated by the octamer motif requires the Oct1 or Oct2 protein and additional B cell-restricted cofactors. One such cofactor, BOB.1/OBF.1, was recently isolated from human B cells. Here, we describe the isolation and detailed characterization of the murine homolog. Full-length cDNAs and genomic clones were isolated, and the gene structure was determined. Comparison of the deduced amino acids shows 88% sequence identity between mouse and human BOB.1/OBF.1. The NH2-terminal 126 amino acids of BOB.1/OBF.1 are both essential and sufficient for interaction with the POU domains of either ",Oct1, or ,Oct2,". This protein-protein interaction does not require the simultaneous binding of Oct proteins to DNA, and high resolution footprinting of the Oct-DNA interaction reveals that binding of BOB.1/OBF.1 to Oct1 or Oct2 does not alter the interaction with DNA. BOB.1/OBF.1 can efficiently activate octamer-dependent promoters in fibroblasts; however, it fails to stimulate octamer-dependent enhancer activity. Fusion of subdomains of BOB.1/OBF.1 with the GAL4 DNA binding domain reveals that both NH2- and COOH-terminal domains of BOB.1/OBF.1 contribute to full transactivation function, the COOH-terminal domain is more efficient in this transactivation assay. Consistent with the failure of full-length BOB.1/OBF.1 to stimulate octamer-dependent enhancer elements in non B cells, the GAL4 fusions likewise only stimulate from a promoter-proximal position. ",Not_a_complex
8530384,s6,T9,T10,"Functional characterization of the murine homolog of the B cell-specific coactivator BOB.1/OBF.1. 
B cell-specific transcriptional promoter activity mediated by the octamer motif requires the Oct1 or Oct2 protein and additional B cell-restricted cofactors. One such cofactor, BOB.1/OBF.1, was recently isolated from human B cells. Here, we describe the isolation and detailed characterization of the murine homolog. Full-length cDNAs and genomic clones were isolated, and the gene structure was determined. Comparison of the deduced amino acids shows 88% sequence identity between mouse and human BOB.1/OBF.1. The NH2-terminal 126 amino acids of ",BOB.1,/,OBF.1," are both essential and sufficient for interaction with the POU domains of either Oct1 or Oct2. This protein-protein interaction does not require the simultaneous binding of Oct proteins to DNA, and high resolution footprinting of the Oct-DNA interaction reveals that binding of BOB.1/OBF.1 to Oct1 or Oct2 does not alter the interaction with DNA. BOB.1/OBF.1 can efficiently activate octamer-dependent promoters in fibroblasts; however, it fails to stimulate octamer-dependent enhancer activity. Fusion of subdomains of BOB.1/OBF.1 with the GAL4 DNA binding domain reveals that both NH2- and COOH-terminal domains of BOB.1/OBF.1 contribute to full transactivation function, the COOH-terminal domain is more efficient in this transactivation assay. Consistent with the failure of full-length BOB.1/OBF.1 to stimulate octamer-dependent enhancer elements in non B cells, the GAL4 fusions likewise only stimulate from a promoter-proximal position. ",Not_a_complex
8530384,s7,T13,T15,"Functional characterization of the murine homolog of the B cell-specific coactivator BOB.1/OBF.1. 
B cell-specific transcriptional promoter activity mediated by the octamer motif requires the Oct1 or Oct2 protein and additional B cell-restricted cofactors. One such cofactor, BOB.1/OBF.1, was recently isolated from human B cells. Here, we describe the isolation and detailed characterization of the murine homolog. Full-length cDNAs and genomic clones were isolated, and the gene structure was determined. Comparison of the deduced amino acids shows 88% sequence identity between mouse and human BOB.1/OBF.1. The NH2-terminal 126 amino acids of BOB.1/OBF.1 are both essential and sufficient for interaction with the POU domains of either Oct1 or Oct2. This protein-protein interaction does not require the simultaneous binding of Oct proteins to DNA, and high resolution footprinting of the Oct-DNA interaction reveals that binding of ",BOB.1,/OBF.1 to ,Oct1," or Oct2 does not alter the interaction with DNA. BOB.1/OBF.1 can efficiently activate octamer-dependent promoters in fibroblasts; however, it fails to stimulate octamer-dependent enhancer activity. Fusion of subdomains of BOB.1/OBF.1 with the GAL4 DNA binding domain reveals that both NH2- and COOH-terminal domains of BOB.1/OBF.1 contribute to full transactivation function, the COOH-terminal domain is more efficient in this transactivation assay. Consistent with the failure of full-length BOB.1/OBF.1 to stimulate octamer-dependent enhancer elements in non B cells, the GAL4 fusions likewise only stimulate from a promoter-proximal position. ",Complex_formation
