8943321,s0,T1,T2,"The NOT, ",SPT3,", and ",MOT1," genes functionally interact to regulate transcription at core promoters. 
Previous studies demonstrated that mutations in the Saccharomyces cerevisiae NOT genes increase transcription from TATA-less promoters. In this report, I show that in contrast, mutations in the yeast MOT1 gene decrease transcription from TATA-less promoters. I also demonstrate specific genetic interactions between the Not complex, Mot1p, and another global regulator of transcription in S. cerevisiae, Spt3p. Five distinct genetic interactions have been established. First, a null allele of SPT3, or a mutation in SPT15 that disrupts the interaction between Spt3p and TATA-binding protein (TBP), allele specifically suppressed the not1-2 mutation. Second, in contrast to not mutations, mutations in MOT1 decreased HIS3 and HIS4 TATA-less transcription. Third, not mutations suppressed toxicity due to overexpression of TBP in mot1-1 mutants. Finally, overexpression of SPT3 caused a weak Not- mutant phenotype in mot1-1 mutants. Collectively, these results suggest a novel type of transcriptional regulation whereby the distribution of limiting TBP (TFIID) on weak and strong TBP-binding core promoters is regulated: Mot1p releases stably bound TBP to allow its redistribution to low-affinity sites, and the Not proteins negatively regulate the activity of factors such as Spt3p that favor distribution of TBP to these low-affinity sites. 
",Not_a_complex
8943321,s0,T26,T1,The ,NOT,", ",SPT3,", and MOT1 genes functionally interact to regulate transcription at core promoters. 
Previous studies demonstrated that mutations in the Saccharomyces cerevisiae NOT genes increase transcription from TATA-less promoters. In this report, I show that in contrast, mutations in the yeast MOT1 gene decrease transcription from TATA-less promoters. I also demonstrate specific genetic interactions between the Not complex, Mot1p, and another global regulator of transcription in S. cerevisiae, Spt3p. Five distinct genetic interactions have been established. First, a null allele of SPT3, or a mutation in SPT15 that disrupts the interaction between Spt3p and TATA-binding protein (TBP), allele specifically suppressed the not1-2 mutation. Second, in contrast to not mutations, mutations in MOT1 decreased HIS3 and HIS4 TATA-less transcription. Third, not mutations suppressed toxicity due to overexpression of TBP in mot1-1 mutants. Finally, overexpression of SPT3 caused a weak Not- mutant phenotype in mot1-1 mutants. Collectively, these results suggest a novel type of transcriptional regulation whereby the distribution of limiting TBP (TFIID) on weak and strong TBP-binding core promoters is regulated: Mot1p releases stably bound TBP to allow its redistribution to low-affinity sites, and the Not proteins negatively regulate the activity of factors such as Spt3p that favor distribution of TBP to these low-affinity sites. 
",Not_a_complex
8943321,s0,T26,T2,The ,NOT,", SPT3, and ",MOT1," genes functionally interact to regulate transcription at core promoters. 
Previous studies demonstrated that mutations in the Saccharomyces cerevisiae NOT genes increase transcription from TATA-less promoters. In this report, I show that in contrast, mutations in the yeast MOT1 gene decrease transcription from TATA-less promoters. I also demonstrate specific genetic interactions between the Not complex, Mot1p, and another global regulator of transcription in S. cerevisiae, Spt3p. Five distinct genetic interactions have been established. First, a null allele of SPT3, or a mutation in SPT15 that disrupts the interaction between Spt3p and TATA-binding protein (TBP), allele specifically suppressed the not1-2 mutation. Second, in contrast to not mutations, mutations in MOT1 decreased HIS3 and HIS4 TATA-less transcription. Third, not mutations suppressed toxicity due to overexpression of TBP in mot1-1 mutants. Finally, overexpression of SPT3 caused a weak Not- mutant phenotype in mot1-1 mutants. Collectively, these results suggest a novel type of transcriptional regulation whereby the distribution of limiting TBP (TFIID) on weak and strong TBP-binding core promoters is regulated: Mot1p releases stably bound TBP to allow its redistribution to low-affinity sites, and the Not proteins negatively regulate the activity of factors such as Spt3p that favor distribution of TBP to these low-affinity sites. 
",Not_a_complex
8943321,s3,T28,T4,"The NOT, SPT3, and MOT1 genes functionally interact to regulate transcription at core promoters. 
Previous studies demonstrated that mutations in the Saccharomyces cerevisiae NOT genes increase transcription from TATA-less promoters. In this report, I show that in contrast, mutations in the yeast MOT1 gene decrease transcription from TATA-less promoters. I also demonstrate specific genetic interactions between the ",Not," complex, ",Mot1p,", and another global regulator of transcription in S. cerevisiae, Spt3p. Five distinct genetic interactions have been established. First, a null allele of SPT3, or a mutation in SPT15 that disrupts the interaction between Spt3p and TATA-binding protein (TBP), allele specifically suppressed the not1-2 mutation. Second, in contrast to not mutations, mutations in MOT1 decreased HIS3 and HIS4 TATA-less transcription. Third, not mutations suppressed toxicity due to overexpression of TBP in mot1-1 mutants. Finally, overexpression of SPT3 caused a weak Not- mutant phenotype in mot1-1 mutants. Collectively, these results suggest a novel type of transcriptional regulation whereby the distribution of limiting TBP (TFIID) on weak and strong TBP-binding core promoters is regulated: Mot1p releases stably bound TBP to allow its redistribution to low-affinity sites, and the Not proteins negatively regulate the activity of factors such as Spt3p that favor distribution of TBP to these low-affinity sites. 
",Not_a_complex
8943321,s3,T4,T5,"The NOT, SPT3, and MOT1 genes functionally interact to regulate transcription at core promoters. 
Previous studies demonstrated that mutations in the Saccharomyces cerevisiae NOT genes increase transcription from TATA-less promoters. In this report, I show that in contrast, mutations in the yeast MOT1 gene decrease transcription from TATA-less promoters. I also demonstrate specific genetic interactions between the Not complex, ",Mot1p,", and another global regulator of transcription in S. cerevisiae, ",Spt3p,". Five distinct genetic interactions have been established. First, a null allele of SPT3, or a mutation in SPT15 that disrupts the interaction between Spt3p and TATA-binding protein (TBP), allele specifically suppressed the not1-2 mutation. Second, in contrast to not mutations, mutations in MOT1 decreased HIS3 and HIS4 TATA-less transcription. Third, not mutations suppressed toxicity due to overexpression of TBP in mot1-1 mutants. Finally, overexpression of SPT3 caused a weak Not- mutant phenotype in mot1-1 mutants. Collectively, these results suggest a novel type of transcriptional regulation whereby the distribution of limiting TBP (TFIID) on weak and strong TBP-binding core promoters is regulated: Mot1p releases stably bound TBP to allow its redistribution to low-affinity sites, and the Not proteins negatively regulate the activity of factors such as Spt3p that favor distribution of TBP to these low-affinity sites. 
",Not_a_complex
8943321,s3,T28,T5,"The NOT, SPT3, and MOT1 genes functionally interact to regulate transcription at core promoters. 
Previous studies demonstrated that mutations in the Saccharomyces cerevisiae NOT genes increase transcription from TATA-less promoters. In this report, I show that in contrast, mutations in the yeast MOT1 gene decrease transcription from TATA-less promoters. I also demonstrate specific genetic interactions between the ",Not," complex, Mot1p, and another global regulator of transcription in S. cerevisiae, ",Spt3p,". Five distinct genetic interactions have been established. First, a null allele of SPT3, or a mutation in SPT15 that disrupts the interaction between Spt3p and TATA-binding protein (TBP), allele specifically suppressed the not1-2 mutation. Second, in contrast to not mutations, mutations in MOT1 decreased HIS3 and HIS4 TATA-less transcription. Third, not mutations suppressed toxicity due to overexpression of TBP in mot1-1 mutants. Finally, overexpression of SPT3 caused a weak Not- mutant phenotype in mot1-1 mutants. Collectively, these results suggest a novel type of transcriptional regulation whereby the distribution of limiting TBP (TFIID) on weak and strong TBP-binding core promoters is regulated: Mot1p releases stably bound TBP to allow its redistribution to low-affinity sites, and the Not proteins negatively regulate the activity of factors such as Spt3p that favor distribution of TBP to these low-affinity sites. 
",Not_a_complex
8943321,s5,T8,T10,"The NOT, SPT3, and MOT1 genes functionally interact to regulate transcription at core promoters. 
Previous studies demonstrated that mutations in the Saccharomyces cerevisiae NOT genes increase transcription from TATA-less promoters. In this report, I show that in contrast, mutations in the yeast MOT1 gene decrease transcription from TATA-less promoters. I also demonstrate specific genetic interactions between the Not complex, Mot1p, and another global regulator of transcription in S. cerevisiae, Spt3p. Five distinct genetic interactions have been established. First, a null allele of SPT3, or a mutation in SPT15 that disrupts the interaction between ",Spt3p, and TATA-binding protein (,TBP,"), allele specifically suppressed the not1-2 mutation. Second, in contrast to not mutations, mutations in MOT1 decreased HIS3 and HIS4 TATA-less transcription. Third, not mutations suppressed toxicity due to overexpression of TBP in mot1-1 mutants. Finally, overexpression of SPT3 caused a weak Not- mutant phenotype in mot1-1 mutants. Collectively, these results suggest a novel type of transcriptional regulation whereby the distribution of limiting TBP (TFIID) on weak and strong TBP-binding core promoters is regulated: Mot1p releases stably bound TBP to allow its redistribution to low-affinity sites, and the Not proteins negatively regulate the activity of factors such as Spt3p that favor distribution of TBP to these low-affinity sites. 
",Complex_formation
8943321,s5,T8,T9,"The NOT, SPT3, and MOT1 genes functionally interact to regulate transcription at core promoters. 
Previous studies demonstrated that mutations in the Saccharomyces cerevisiae NOT genes increase transcription from TATA-less promoters. In this report, I show that in contrast, mutations in the yeast MOT1 gene decrease transcription from TATA-less promoters. I also demonstrate specific genetic interactions between the Not complex, Mot1p, and another global regulator of transcription in S. cerevisiae, Spt3p. Five distinct genetic interactions have been established. First, a null allele of SPT3, or a mutation in SPT15 that disrupts the interaction between ",Spt3p, and ,TATA-binding protein," (TBP), allele specifically suppressed the not1-2 mutation. Second, in contrast to not mutations, mutations in MOT1 decreased HIS3 and HIS4 TATA-less transcription. Third, not mutations suppressed toxicity due to overexpression of TBP in mot1-1 mutants. Finally, overexpression of SPT3 caused a weak Not- mutant phenotype in mot1-1 mutants. Collectively, these results suggest a novel type of transcriptional regulation whereby the distribution of limiting TBP (TFIID) on weak and strong TBP-binding core promoters is regulated: Mot1p releases stably bound TBP to allow its redistribution to low-affinity sites, and the Not proteins negatively regulate the activity of factors such as Spt3p that favor distribution of TBP to these low-affinity sites. 
",Complex_formation
8943321,s5,T10,T11,"The NOT, SPT3, and MOT1 genes functionally interact to regulate transcription at core promoters. 
Previous studies demonstrated that mutations in the Saccharomyces cerevisiae NOT genes increase transcription from TATA-less promoters. In this report, I show that in contrast, mutations in the yeast MOT1 gene decrease transcription from TATA-less promoters. I also demonstrate specific genetic interactions between the Not complex, Mot1p, and another global regulator of transcription in S. cerevisiae, Spt3p. Five distinct genetic interactions have been established. First, a null allele of SPT3, or a mutation in SPT15 that disrupts the interaction between Spt3p and TATA-binding protein (",TBP,"), allele specifically suppressed the ",not1,"-2 mutation. Second, in contrast to not mutations, mutations in MOT1 decreased HIS3 and HIS4 TATA-less transcription. Third, not mutations suppressed toxicity due to overexpression of TBP in mot1-1 mutants. Finally, overexpression of SPT3 caused a weak Not- mutant phenotype in mot1-1 mutants. Collectively, these results suggest a novel type of transcriptional regulation whereby the distribution of limiting TBP (TFIID) on weak and strong TBP-binding core promoters is regulated: Mot1p releases stably bound TBP to allow its redistribution to low-affinity sites, and the Not proteins negatively regulate the activity of factors such as Spt3p that favor distribution of TBP to these low-affinity sites. 
",Not_a_complex
8943321,s5,T6,T10,"The NOT, SPT3, and MOT1 genes functionally interact to regulate transcription at core promoters. 
Previous studies demonstrated that mutations in the Saccharomyces cerevisiae NOT genes increase transcription from TATA-less promoters. In this report, I show that in contrast, mutations in the yeast MOT1 gene decrease transcription from TATA-less promoters. I also demonstrate specific genetic interactions between the Not complex, Mot1p, and another global regulator of transcription in S. cerevisiae, Spt3p. Five distinct genetic interactions have been established. First, a null allele of ",SPT3,", or a mutation in SPT15 that disrupts the interaction between Spt3p and TATA-binding protein (",TBP,"), allele specifically suppressed the not1-2 mutation. Second, in contrast to not mutations, mutations in MOT1 decreased HIS3 and HIS4 TATA-less transcription. Third, not mutations suppressed toxicity due to overexpression of TBP in mot1-1 mutants. Finally, overexpression of SPT3 caused a weak Not- mutant phenotype in mot1-1 mutants. Collectively, these results suggest a novel type of transcriptional regulation whereby the distribution of limiting TBP (TFIID) on weak and strong TBP-binding core promoters is regulated: Mot1p releases stably bound TBP to allow its redistribution to low-affinity sites, and the Not proteins negatively regulate the activity of factors such as Spt3p that favor distribution of TBP to these low-affinity sites. 
",Not_a_complex
8943321,s5,T6,T11,"The NOT, SPT3, and MOT1 genes functionally interact to regulate transcription at core promoters. 
Previous studies demonstrated that mutations in the Saccharomyces cerevisiae NOT genes increase transcription from TATA-less promoters. In this report, I show that in contrast, mutations in the yeast MOT1 gene decrease transcription from TATA-less promoters. I also demonstrate specific genetic interactions between the Not complex, Mot1p, and another global regulator of transcription in S. cerevisiae, Spt3p. Five distinct genetic interactions have been established. First, a null allele of ",SPT3,", or a mutation in SPT15 that disrupts the interaction between Spt3p and TATA-binding protein (TBP), allele specifically suppressed the ",not1,"-2 mutation. Second, in contrast to not mutations, mutations in MOT1 decreased HIS3 and HIS4 TATA-less transcription. Third, not mutations suppressed toxicity due to overexpression of TBP in mot1-1 mutants. Finally, overexpression of SPT3 caused a weak Not- mutant phenotype in mot1-1 mutants. Collectively, these results suggest a novel type of transcriptional regulation whereby the distribution of limiting TBP (TFIID) on weak and strong TBP-binding core promoters is regulated: Mot1p releases stably bound TBP to allow its redistribution to low-affinity sites, and the Not proteins negatively regulate the activity of factors such as Spt3p that favor distribution of TBP to these low-affinity sites. 
",Not_a_complex
