20080676,s0,T1,T18,,UBR2, mediates transcriptional silencing during spermatogenesis via ,histone," ubiquitination. 
Ubiquitination of histones provides an important mechanism regulating chromatin remodeling and gene expression. Recent studies have revealed ubiquitin ligases involved in histone ubiquitination, yet the responsible enzymes and the function of histone ubiquitination in spermatogenesis remain unclear. We have previously shown that mice lacking the ubiquitin ligase UBR2, one of the recognition E3 components of the N-end rule proteolytic pathway, are infertile associated with meiotic arrest at prophase I. We here show that UBR2 localizes to meiotic chromatin regions, including unsynapsed axial elements linked to chromatin inactivation, and mediates transcriptional silencing via the ubiquitination of histone H2A. UBR2 interacts with the ubiquitin conjugating enzyme HR6B and its substrate H2A and promotes the HR6B-H2A interaction and the HR6B-to-H2A transfer of ubiquitin. UBR2 and ubiquitinated H2A (uH2A) spatiotemporally mark meiotic chromatin regions subject to transcriptional silencing, and UBR2-deficient spermatocytes fail to induce the ubiquitination of H2A during meiosis. UBR2-deficient spermatocytes are profoundly impaired in chromosome-wide transcriptional silencing of genes linked to unsynapsed axes of the X and Y chromosomes. Our findings suggest that insufficiency in UBR2-dependent histone ubiquitination triggers a pachytene checkpoint system, providing a new insight into chromatin remodeling and gene expression regulation. 
",Not_a_complex
20080676,s2,T20,T21,"UBR2 mediates transcriptional silencing during spermatogenesis via histone ubiquitination. 
Ubiquitination of histones provides an important mechanism regulating chromatin remodeling and gene expression. Recent studies have revealed ubiquitin ligases involved in ",histone," ubiquitination, yet the responsible enzymes and the function of ",histone," ubiquitination in spermatogenesis remain unclear. We have previously shown that mice lacking the ubiquitin ligase UBR2, one of the recognition E3 components of the N-end rule proteolytic pathway, are infertile associated with meiotic arrest at prophase I. We here show that UBR2 localizes to meiotic chromatin regions, including unsynapsed axial elements linked to chromatin inactivation, and mediates transcriptional silencing via the ubiquitination of histone H2A. UBR2 interacts with the ubiquitin conjugating enzyme HR6B and its substrate H2A and promotes the HR6B-H2A interaction and the HR6B-to-H2A transfer of ubiquitin. UBR2 and ubiquitinated H2A (uH2A) spatiotemporally mark meiotic chromatin regions subject to transcriptional silencing, and UBR2-deficient spermatocytes fail to induce the ubiquitination of H2A during meiosis. UBR2-deficient spermatocytes are profoundly impaired in chromosome-wide transcriptional silencing of genes linked to unsynapsed axes of the X and Y chromosomes. Our findings suggest that insufficiency in UBR2-dependent histone ubiquitination triggers a pachytene checkpoint system, providing a new insight into chromatin remodeling and gene expression regulation. 
",Not_a_complex
20080676,s2,T26,T20,"UBR2 mediates transcriptional silencing during spermatogenesis via histone ubiquitination. 
Ubiquitination of histones provides an important mechanism regulating chromatin remodeling and gene expression. Recent studies have revealed ",ubiquitin ligases, involved in ,histone," ubiquitination, yet the responsible enzymes and the function of histone ubiquitination in spermatogenesis remain unclear. We have previously shown that mice lacking the ubiquitin ligase UBR2, one of the recognition E3 components of the N-end rule proteolytic pathway, are infertile associated with meiotic arrest at prophase I. We here show that UBR2 localizes to meiotic chromatin regions, including unsynapsed axial elements linked to chromatin inactivation, and mediates transcriptional silencing via the ubiquitination of histone H2A. UBR2 interacts with the ubiquitin conjugating enzyme HR6B and its substrate H2A and promotes the HR6B-H2A interaction and the HR6B-to-H2A transfer of ubiquitin. UBR2 and ubiquitinated H2A (uH2A) spatiotemporally mark meiotic chromatin regions subject to transcriptional silencing, and UBR2-deficient spermatocytes fail to induce the ubiquitination of H2A during meiosis. UBR2-deficient spermatocytes are profoundly impaired in chromosome-wide transcriptional silencing of genes linked to unsynapsed axes of the X and Y chromosomes. Our findings suggest that insufficiency in UBR2-dependent histone ubiquitination triggers a pachytene checkpoint system, providing a new insight into chromatin remodeling and gene expression regulation. 
",Not_a_complex
20080676,s2,T26,T21,"UBR2 mediates transcriptional silencing during spermatogenesis via histone ubiquitination. 
Ubiquitination of histones provides an important mechanism regulating chromatin remodeling and gene expression. Recent studies have revealed ",ubiquitin ligases," involved in histone ubiquitination, yet the responsible enzymes and the function of ",histone," ubiquitination in spermatogenesis remain unclear. We have previously shown that mice lacking the ubiquitin ligase UBR2, one of the recognition E3 components of the N-end rule proteolytic pathway, are infertile associated with meiotic arrest at prophase I. We here show that UBR2 localizes to meiotic chromatin regions, including unsynapsed axial elements linked to chromatin inactivation, and mediates transcriptional silencing via the ubiquitination of histone H2A. UBR2 interacts with the ubiquitin conjugating enzyme HR6B and its substrate H2A and promotes the HR6B-H2A interaction and the HR6B-to-H2A transfer of ubiquitin. UBR2 and ubiquitinated H2A (uH2A) spatiotemporally mark meiotic chromatin regions subject to transcriptional silencing, and UBR2-deficient spermatocytes fail to induce the ubiquitination of H2A during meiosis. UBR2-deficient spermatocytes are profoundly impaired in chromosome-wide transcriptional silencing of genes linked to unsynapsed axes of the X and Y chromosomes. Our findings suggest that insufficiency in UBR2-dependent histone ubiquitination triggers a pachytene checkpoint system, providing a new insight into chromatin remodeling and gene expression regulation. 
",Not_a_complex
20080676,s3,T2,T23,"UBR2 mediates transcriptional silencing during spermatogenesis via histone ubiquitination. 
Ubiquitination of histones provides an important mechanism regulating chromatin remodeling and gene expression. Recent studies have revealed ubiquitin ligases involved in histone ubiquitination, yet the responsible enzymes and the function of histone ubiquitination in spermatogenesis remain unclear. We have previously shown that mice lacking the ubiquitin ligase ",UBR2,", one of the recognition ",E3," components of the N-end rule proteolytic pathway, are infertile associated with meiotic arrest at prophase I. We here show that UBR2 localizes to meiotic chromatin regions, including unsynapsed axial elements linked to chromatin inactivation, and mediates transcriptional silencing via the ubiquitination of histone H2A. UBR2 interacts with the ubiquitin conjugating enzyme HR6B and its substrate H2A and promotes the HR6B-H2A interaction and the HR6B-to-H2A transfer of ubiquitin. UBR2 and ubiquitinated H2A (uH2A) spatiotemporally mark meiotic chromatin regions subject to transcriptional silencing, and UBR2-deficient spermatocytes fail to induce the ubiquitination of H2A during meiosis. UBR2-deficient spermatocytes are profoundly impaired in chromosome-wide transcriptional silencing of genes linked to unsynapsed axes of the X and Y chromosomes. Our findings suggest that insufficiency in UBR2-dependent histone ubiquitination triggers a pachytene checkpoint system, providing a new insight into chromatin remodeling and gene expression regulation. 
",Complex_formation
20080676,s3,T22,T2,"UBR2 mediates transcriptional silencing during spermatogenesis via histone ubiquitination. 
Ubiquitination of histones provides an important mechanism regulating chromatin remodeling and gene expression. Recent studies have revealed ubiquitin ligases involved in histone ubiquitination, yet the responsible enzymes and the function of histone ubiquitination in spermatogenesis remain unclear. We have previously shown that mice lacking the ",ubiquitin ligase, ,UBR2,", one of the recognition E3 components of the N-end rule proteolytic pathway, are infertile associated with meiotic arrest at prophase I. We here show that UBR2 localizes to meiotic chromatin regions, including unsynapsed axial elements linked to chromatin inactivation, and mediates transcriptional silencing via the ubiquitination of histone H2A. UBR2 interacts with the ubiquitin conjugating enzyme HR6B and its substrate H2A and promotes the HR6B-H2A interaction and the HR6B-to-H2A transfer of ubiquitin. UBR2 and ubiquitinated H2A (uH2A) spatiotemporally mark meiotic chromatin regions subject to transcriptional silencing, and UBR2-deficient spermatocytes fail to induce the ubiquitination of H2A during meiosis. UBR2-deficient spermatocytes are profoundly impaired in chromosome-wide transcriptional silencing of genes linked to unsynapsed axes of the X and Y chromosomes. Our findings suggest that insufficiency in UBR2-dependent histone ubiquitination triggers a pachytene checkpoint system, providing a new insight into chromatin remodeling and gene expression regulation. 
",Not_a_complex
20080676,s3,T2,T3,"UBR2 mediates transcriptional silencing during spermatogenesis via histone ubiquitination. 
Ubiquitination of histones provides an important mechanism regulating chromatin remodeling and gene expression. Recent studies have revealed ubiquitin ligases involved in histone ubiquitination, yet the responsible enzymes and the function of histone ubiquitination in spermatogenesis remain unclear. We have previously shown that mice lacking the ubiquitin ligase ",UBR2,", one of the recognition E3 components of the N-end rule proteolytic pathway, are infertile associated with meiotic arrest at prophase I. We here show that ",UBR2," localizes to meiotic chromatin regions, including unsynapsed axial elements linked to chromatin inactivation, and mediates transcriptional silencing via the ubiquitination of histone H2A. UBR2 interacts with the ubiquitin conjugating enzyme HR6B and its substrate H2A and promotes the HR6B-H2A interaction and the HR6B-to-H2A transfer of ubiquitin. UBR2 and ubiquitinated H2A (uH2A) spatiotemporally mark meiotic chromatin regions subject to transcriptional silencing, and UBR2-deficient spermatocytes fail to induce the ubiquitination of H2A during meiosis. UBR2-deficient spermatocytes are profoundly impaired in chromosome-wide transcriptional silencing of genes linked to unsynapsed axes of the X and Y chromosomes. Our findings suggest that insufficiency in UBR2-dependent histone ubiquitination triggers a pachytene checkpoint system, providing a new insight into chromatin remodeling and gene expression regulation. 
",Not_a_complex
20080676,s3,T2,T4,"UBR2 mediates transcriptional silencing during spermatogenesis via histone ubiquitination. 
Ubiquitination of histones provides an important mechanism regulating chromatin remodeling and gene expression. Recent studies have revealed ubiquitin ligases involved in histone ubiquitination, yet the responsible enzymes and the function of histone ubiquitination in spermatogenesis remain unclear. We have previously shown that mice lacking the ubiquitin ligase ",UBR2,", one of the recognition E3 components of the N-end rule proteolytic pathway, are infertile associated with meiotic arrest at prophase I. We here show that UBR2 localizes to meiotic chromatin regions, including unsynapsed axial elements linked to chromatin inactivation, and mediates transcriptional silencing via the ubiquitination of ",histone H2A,". UBR2 interacts with the ubiquitin conjugating enzyme HR6B and its substrate H2A and promotes the HR6B-H2A interaction and the HR6B-to-H2A transfer of ubiquitin. UBR2 and ubiquitinated H2A (uH2A) spatiotemporally mark meiotic chromatin regions subject to transcriptional silencing, and UBR2-deficient spermatocytes fail to induce the ubiquitination of H2A during meiosis. UBR2-deficient spermatocytes are profoundly impaired in chromosome-wide transcriptional silencing of genes linked to unsynapsed axes of the X and Y chromosomes. Our findings suggest that insufficiency in UBR2-dependent histone ubiquitination triggers a pachytene checkpoint system, providing a new insight into chromatin remodeling and gene expression regulation. 
",Not_a_complex
20080676,s3,T22,T23,"UBR2 mediates transcriptional silencing during spermatogenesis via histone ubiquitination. 
Ubiquitination of histones provides an important mechanism regulating chromatin remodeling and gene expression. Recent studies have revealed ubiquitin ligases involved in histone ubiquitination, yet the responsible enzymes and the function of histone ubiquitination in spermatogenesis remain unclear. We have previously shown that mice lacking the ",ubiquitin ligase," UBR2, one of the recognition ",E3," components of the N-end rule proteolytic pathway, are infertile associated with meiotic arrest at prophase I. We here show that UBR2 localizes to meiotic chromatin regions, including unsynapsed axial elements linked to chromatin inactivation, and mediates transcriptional silencing via the ubiquitination of histone H2A. UBR2 interacts with the ubiquitin conjugating enzyme HR6B and its substrate H2A and promotes the HR6B-H2A interaction and the HR6B-to-H2A transfer of ubiquitin. UBR2 and ubiquitinated H2A (uH2A) spatiotemporally mark meiotic chromatin regions subject to transcriptional silencing, and UBR2-deficient spermatocytes fail to induce the ubiquitination of H2A during meiosis. UBR2-deficient spermatocytes are profoundly impaired in chromosome-wide transcriptional silencing of genes linked to unsynapsed axes of the X and Y chromosomes. Our findings suggest that insufficiency in UBR2-dependent histone ubiquitination triggers a pachytene checkpoint system, providing a new insight into chromatin remodeling and gene expression regulation. 
",Not_a_complex
20080676,s3,T22,T3,"UBR2 mediates transcriptional silencing during spermatogenesis via histone ubiquitination. 
Ubiquitination of histones provides an important mechanism regulating chromatin remodeling and gene expression. Recent studies have revealed ubiquitin ligases involved in histone ubiquitination, yet the responsible enzymes and the function of histone ubiquitination in spermatogenesis remain unclear. We have previously shown that mice lacking the ",ubiquitin ligase," UBR2, one of the recognition E3 components of the N-end rule proteolytic pathway, are infertile associated with meiotic arrest at prophase I. We here show that ",UBR2," localizes to meiotic chromatin regions, including unsynapsed axial elements linked to chromatin inactivation, and mediates transcriptional silencing via the ubiquitination of histone H2A. UBR2 interacts with the ubiquitin conjugating enzyme HR6B and its substrate H2A and promotes the HR6B-H2A interaction and the HR6B-to-H2A transfer of ubiquitin. UBR2 and ubiquitinated H2A (uH2A) spatiotemporally mark meiotic chromatin regions subject to transcriptional silencing, and UBR2-deficient spermatocytes fail to induce the ubiquitination of H2A during meiosis. UBR2-deficient spermatocytes are profoundly impaired in chromosome-wide transcriptional silencing of genes linked to unsynapsed axes of the X and Y chromosomes. Our findings suggest that insufficiency in UBR2-dependent histone ubiquitination triggers a pachytene checkpoint system, providing a new insight into chromatin remodeling and gene expression regulation. 
",Not_a_complex
20080676,s3,T23,T3,"UBR2 mediates transcriptional silencing during spermatogenesis via histone ubiquitination. 
Ubiquitination of histones provides an important mechanism regulating chromatin remodeling and gene expression. Recent studies have revealed ubiquitin ligases involved in histone ubiquitination, yet the responsible enzymes and the function of histone ubiquitination in spermatogenesis remain unclear. We have previously shown that mice lacking the ubiquitin ligase UBR2, one of the recognition ",E3," components of the N-end rule proteolytic pathway, are infertile associated with meiotic arrest at prophase I. We here show that ",UBR2," localizes to meiotic chromatin regions, including unsynapsed axial elements linked to chromatin inactivation, and mediates transcriptional silencing via the ubiquitination of histone H2A. UBR2 interacts with the ubiquitin conjugating enzyme HR6B and its substrate H2A and promotes the HR6B-H2A interaction and the HR6B-to-H2A transfer of ubiquitin. UBR2 and ubiquitinated H2A (uH2A) spatiotemporally mark meiotic chromatin regions subject to transcriptional silencing, and UBR2-deficient spermatocytes fail to induce the ubiquitination of H2A during meiosis. UBR2-deficient spermatocytes are profoundly impaired in chromosome-wide transcriptional silencing of genes linked to unsynapsed axes of the X and Y chromosomes. Our findings suggest that insufficiency in UBR2-dependent histone ubiquitination triggers a pachytene checkpoint system, providing a new insight into chromatin remodeling and gene expression regulation. 
",Not_a_complex
