22238360,s0,T1,T25,Dissection of the ,NUP107, nuclear pore subcomplex reveals a novel interaction with spindle assembly checkpoint protein ,MAD1," in Caenorhabditis elegans. 
Nuclear pore complexes consist of several subcomplexes. The NUP107 complex is important for nucleocytoplasmic transport, nuclear envelope assembly, and kinetochore function. However, the underlying molecular mechanisms and the roles of individual complex members remain elusive. We report the first description of a genetic disruption of NUP107 in a metazoan. Caenorhabditis elegans NUP107/npp-5 mutants display temperature-dependent lethality. Surprisingly, NPP-5 is dispensable for incorporation of most nucleoporins into nuclear pores and for nuclear protein import. In contrast, NPP-5 is essential for proper kinetochore localization of NUP133/NPP-15, another NUP107 complex member, whereas recruitment of NUP96/NPP-10C and ELYS/MEL-28 is NPP-5 independent. We found that kinetochore protein NUF2/HIM-10 and Aurora B/AIR-2 kinase are less abundant on mitotic chromatin upon NPP-5 depletion. npp-5 mutants are hypersensitive to anoxia, suggesting that the spindle assembly checkpoint (SAC) is compromised. Indeed, NPP-5 interacts genetically and physically with SAC protein MAD1/MDF-1, whose nuclear envelope accumulation requires NPP-5. Thus our results strengthen the emerging connection between nuclear pore proteins and chromosome segregation. 
",Complex_formation
22238360,s5,T4,T5,"Dissection of the NUP107 nuclear pore subcomplex reveals a novel interaction with spindle assembly checkpoint protein MAD1 in Caenorhabditis elegans. 
Nuclear pore complexes consist of several subcomplexes. The NUP107 complex is important for nucleocytoplasmic transport, nuclear envelope assembly, and kinetochore function. However, the underlying molecular mechanisms and the roles of individual complex members remain elusive. We report the first description of a genetic disruption of NUP107 in a metazoan. Caenorhabditis elegans ",NUP107,/,npp-5," mutants display temperature-dependent lethality. Surprisingly, NPP-5 is dispensable for incorporation of most nucleoporins into nuclear pores and for nuclear protein import. In contrast, NPP-5 is essential for proper kinetochore localization of NUP133/NPP-15, another NUP107 complex member, whereas recruitment of NUP96/NPP-10C and ELYS/MEL-28 is NPP-5 independent. We found that kinetochore protein NUF2/HIM-10 and Aurora B/AIR-2 kinase are less abundant on mitotic chromatin upon NPP-5 depletion. npp-5 mutants are hypersensitive to anoxia, suggesting that the spindle assembly checkpoint (SAC) is compromised. Indeed, NPP-5 interacts genetically and physically with SAC protein MAD1/MDF-1, whose nuclear envelope accumulation requires NPP-5. Thus our results strengthen the emerging connection between nuclear pore proteins and chromosome segregation. 
",Not_a_complex
22238360,s6,T6,T27,"Dissection of the NUP107 nuclear pore subcomplex reveals a novel interaction with spindle assembly checkpoint protein MAD1 in Caenorhabditis elegans. 
Nuclear pore complexes consist of several subcomplexes. The NUP107 complex is important for nucleocytoplasmic transport, nuclear envelope assembly, and kinetochore function. However, the underlying molecular mechanisms and the roles of individual complex members remain elusive. We report the first description of a genetic disruption of NUP107 in a metazoan. Caenorhabditis elegans NUP107/npp-5 mutants display temperature-dependent lethality. Surprisingly, ",NPP-5, is dispensable for incorporation of most ,nucleoporins," into nuclear pores and for nuclear protein import. In contrast, NPP-5 is essential for proper kinetochore localization of NUP133/NPP-15, another NUP107 complex member, whereas recruitment of NUP96/NPP-10C and ELYS/MEL-28 is NPP-5 independent. We found that kinetochore protein NUF2/HIM-10 and Aurora B/AIR-2 kinase are less abundant on mitotic chromatin upon NPP-5 depletion. npp-5 mutants are hypersensitive to anoxia, suggesting that the spindle assembly checkpoint (SAC) is compromised. Indeed, NPP-5 interacts genetically and physically with SAC protein MAD1/MDF-1, whose nuclear envelope accumulation requires NPP-5. Thus our results strengthen the emerging connection between nuclear pore proteins and chromosome segregation. 
",Not_a_complex
22238360,s7,T10,T11,"Dissection of the NUP107 nuclear pore subcomplex reveals a novel interaction with spindle assembly checkpoint protein MAD1 in Caenorhabditis elegans. 
Nuclear pore complexes consist of several subcomplexes. The NUP107 complex is important for nucleocytoplasmic transport, nuclear envelope assembly, and kinetochore function. However, the underlying molecular mechanisms and the roles of individual complex members remain elusive. We report the first description of a genetic disruption of NUP107 in a metazoan. Caenorhabditis elegans NUP107/npp-5 mutants display temperature-dependent lethality. Surprisingly, NPP-5 is dispensable for incorporation of most nucleoporins into nuclear pores and for nuclear protein import. In contrast, NPP-5 is essential for proper kinetochore localization of NUP133/NPP-15, another ",NUP107," complex member, whereas recruitment of ",NUP96,"/NPP-10C and ELYS/MEL-28 is NPP-5 independent. We found that kinetochore protein NUF2/HIM-10 and Aurora B/AIR-2 kinase are less abundant on mitotic chromatin upon NPP-5 depletion. npp-5 mutants are hypersensitive to anoxia, suggesting that the spindle assembly checkpoint (SAC) is compromised. Indeed, NPP-5 interacts genetically and physically with SAC protein MAD1/MDF-1, whose nuclear envelope accumulation requires NPP-5. Thus our results strengthen the emerging connection between nuclear pore proteins and chromosome segregation. 
",Complex_formation
22238360,s7,T10,T12,"Dissection of the NUP107 nuclear pore subcomplex reveals a novel interaction with spindle assembly checkpoint protein MAD1 in Caenorhabditis elegans. 
Nuclear pore complexes consist of several subcomplexes. The NUP107 complex is important for nucleocytoplasmic transport, nuclear envelope assembly, and kinetochore function. However, the underlying molecular mechanisms and the roles of individual complex members remain elusive. We report the first description of a genetic disruption of NUP107 in a metazoan. Caenorhabditis elegans NUP107/npp-5 mutants display temperature-dependent lethality. Surprisingly, NPP-5 is dispensable for incorporation of most nucleoporins into nuclear pores and for nuclear protein import. In contrast, NPP-5 is essential for proper kinetochore localization of NUP133/NPP-15, another ",NUP107," complex member, whereas recruitment of NUP96/NPP-10C and ",ELYS,"/MEL-28 is NPP-5 independent. We found that kinetochore protein NUF2/HIM-10 and Aurora B/AIR-2 kinase are less abundant on mitotic chromatin upon NPP-5 depletion. npp-5 mutants are hypersensitive to anoxia, suggesting that the spindle assembly checkpoint (SAC) is compromised. Indeed, NPP-5 interacts genetically and physically with SAC protein MAD1/MDF-1, whose nuclear envelope accumulation requires NPP-5. Thus our results strengthen the emerging connection between nuclear pore proteins and chromosome segregation. 
",Complex_formation
22238360,s7,T10,T13,"Dissection of the NUP107 nuclear pore subcomplex reveals a novel interaction with spindle assembly checkpoint protein MAD1 in Caenorhabditis elegans. 
Nuclear pore complexes consist of several subcomplexes. The NUP107 complex is important for nucleocytoplasmic transport, nuclear envelope assembly, and kinetochore function. However, the underlying molecular mechanisms and the roles of individual complex members remain elusive. We report the first description of a genetic disruption of NUP107 in a metazoan. Caenorhabditis elegans NUP107/npp-5 mutants display temperature-dependent lethality. Surprisingly, NPP-5 is dispensable for incorporation of most nucleoporins into nuclear pores and for nuclear protein import. In contrast, NPP-5 is essential for proper kinetochore localization of NUP133/NPP-15, another ",NUP107," complex member, whereas recruitment of NUP96/NPP-10C and ELYS/",MEL-28," is NPP-5 independent. We found that kinetochore protein NUF2/HIM-10 and Aurora B/AIR-2 kinase are less abundant on mitotic chromatin upon NPP-5 depletion. npp-5 mutants are hypersensitive to anoxia, suggesting that the spindle assembly checkpoint (SAC) is compromised. Indeed, NPP-5 interacts genetically and physically with SAC protein MAD1/MDF-1, whose nuclear envelope accumulation requires NPP-5. Thus our results strengthen the emerging connection between nuclear pore proteins and chromosome segregation. 
",Complex_formation
22238360,s7,T10,T26,"Dissection of the NUP107 nuclear pore subcomplex reveals a novel interaction with spindle assembly checkpoint protein MAD1 in Caenorhabditis elegans. 
Nuclear pore complexes consist of several subcomplexes. The NUP107 complex is important for nucleocytoplasmic transport, nuclear envelope assembly, and kinetochore function. However, the underlying molecular mechanisms and the roles of individual complex members remain elusive. We report the first description of a genetic disruption of NUP107 in a metazoan. Caenorhabditis elegans NUP107/npp-5 mutants display temperature-dependent lethality. Surprisingly, NPP-5 is dispensable for incorporation of most nucleoporins into nuclear pores and for nuclear protein import. In contrast, NPP-5 is essential for proper kinetochore localization of NUP133/NPP-15, another ",NUP107," complex member, whereas recruitment of NUP96/",NPP-10C," and ELYS/MEL-28 is NPP-5 independent. We found that kinetochore protein NUF2/HIM-10 and Aurora B/AIR-2 kinase are less abundant on mitotic chromatin upon NPP-5 depletion. npp-5 mutants are hypersensitive to anoxia, suggesting that the spindle assembly checkpoint (SAC) is compromised. Indeed, NPP-5 interacts genetically and physically with SAC protein MAD1/MDF-1, whose nuclear envelope accumulation requires NPP-5. Thus our results strengthen the emerging connection between nuclear pore proteins and chromosome segregation. 
",Complex_formation
22238360,s7,T8,T10,"Dissection of the NUP107 nuclear pore subcomplex reveals a novel interaction with spindle assembly checkpoint protein MAD1 in Caenorhabditis elegans. 
Nuclear pore complexes consist of several subcomplexes. The NUP107 complex is important for nucleocytoplasmic transport, nuclear envelope assembly, and kinetochore function. However, the underlying molecular mechanisms and the roles of individual complex members remain elusive. We report the first description of a genetic disruption of NUP107 in a metazoan. Caenorhabditis elegans NUP107/npp-5 mutants display temperature-dependent lethality. Surprisingly, NPP-5 is dispensable for incorporation of most nucleoporins into nuclear pores and for nuclear protein import. In contrast, NPP-5 is essential for proper kinetochore localization of ",NUP133,"/NPP-15, another ",NUP107," complex member, whereas recruitment of NUP96/NPP-10C and ELYS/MEL-28 is NPP-5 independent. We found that kinetochore protein NUF2/HIM-10 and Aurora B/AIR-2 kinase are less abundant on mitotic chromatin upon NPP-5 depletion. npp-5 mutants are hypersensitive to anoxia, suggesting that the spindle assembly checkpoint (SAC) is compromised. Indeed, NPP-5 interacts genetically and physically with SAC protein MAD1/MDF-1, whose nuclear envelope accumulation requires NPP-5. Thus our results strengthen the emerging connection between nuclear pore proteins and chromosome segregation. 
",Complex_formation
22238360,s7,T9,T10,"Dissection of the NUP107 nuclear pore subcomplex reveals a novel interaction with spindle assembly checkpoint protein MAD1 in Caenorhabditis elegans. 
Nuclear pore complexes consist of several subcomplexes. The NUP107 complex is important for nucleocytoplasmic transport, nuclear envelope assembly, and kinetochore function. However, the underlying molecular mechanisms and the roles of individual complex members remain elusive. We report the first description of a genetic disruption of NUP107 in a metazoan. Caenorhabditis elegans NUP107/npp-5 mutants display temperature-dependent lethality. Surprisingly, NPP-5 is dispensable for incorporation of most nucleoporins into nuclear pores and for nuclear protein import. In contrast, NPP-5 is essential for proper kinetochore localization of NUP133/",NPP-15,", another ",NUP107," complex member, whereas recruitment of NUP96/NPP-10C and ELYS/MEL-28 is NPP-5 independent. We found that kinetochore protein NUF2/HIM-10 and Aurora B/AIR-2 kinase are less abundant on mitotic chromatin upon NPP-5 depletion. npp-5 mutants are hypersensitive to anoxia, suggesting that the spindle assembly checkpoint (SAC) is compromised. Indeed, NPP-5 interacts genetically and physically with SAC protein MAD1/MDF-1, whose nuclear envelope accumulation requires NPP-5. Thus our results strengthen the emerging connection between nuclear pore proteins and chromosome segregation. 
",Complex_formation
22238360,s7,T10,T14,"Dissection of the NUP107 nuclear pore subcomplex reveals a novel interaction with spindle assembly checkpoint protein MAD1 in Caenorhabditis elegans. 
Nuclear pore complexes consist of several subcomplexes. The NUP107 complex is important for nucleocytoplasmic transport, nuclear envelope assembly, and kinetochore function. However, the underlying molecular mechanisms and the roles of individual complex members remain elusive. We report the first description of a genetic disruption of NUP107 in a metazoan. Caenorhabditis elegans NUP107/npp-5 mutants display temperature-dependent lethality. Surprisingly, NPP-5 is dispensable for incorporation of most nucleoporins into nuclear pores and for nuclear protein import. In contrast, NPP-5 is essential for proper kinetochore localization of NUP133/NPP-15, another ",NUP107," complex member, whereas recruitment of NUP96/NPP-10C and ELYS/MEL-28 is ",NPP-5," independent. We found that kinetochore protein NUF2/HIM-10 and Aurora B/AIR-2 kinase are less abundant on mitotic chromatin upon NPP-5 depletion. npp-5 mutants are hypersensitive to anoxia, suggesting that the spindle assembly checkpoint (SAC) is compromised. Indeed, NPP-5 interacts genetically and physically with SAC protein MAD1/MDF-1, whose nuclear envelope accumulation requires NPP-5. Thus our results strengthen the emerging connection between nuclear pore proteins and chromosome segregation. 
",Not_a_complex
22238360,s7,T11,T12,"Dissection of the NUP107 nuclear pore subcomplex reveals a novel interaction with spindle assembly checkpoint protein MAD1 in Caenorhabditis elegans. 
Nuclear pore complexes consist of several subcomplexes. The NUP107 complex is important for nucleocytoplasmic transport, nuclear envelope assembly, and kinetochore function. However, the underlying molecular mechanisms and the roles of individual complex members remain elusive. We report the first description of a genetic disruption of NUP107 in a metazoan. Caenorhabditis elegans NUP107/npp-5 mutants display temperature-dependent lethality. Surprisingly, NPP-5 is dispensable for incorporation of most nucleoporins into nuclear pores and for nuclear protein import. In contrast, NPP-5 is essential for proper kinetochore localization of NUP133/NPP-15, another NUP107 complex member, whereas recruitment of ",NUP96,/NPP-10C and ,ELYS,"/MEL-28 is NPP-5 independent. We found that kinetochore protein NUF2/HIM-10 and Aurora B/AIR-2 kinase are less abundant on mitotic chromatin upon NPP-5 depletion. npp-5 mutants are hypersensitive to anoxia, suggesting that the spindle assembly checkpoint (SAC) is compromised. Indeed, NPP-5 interacts genetically and physically with SAC protein MAD1/MDF-1, whose nuclear envelope accumulation requires NPP-5. Thus our results strengthen the emerging connection between nuclear pore proteins and chromosome segregation. 
",Not_a_complex
