19580544_2,s4,T6,T14,"The HSPs (hereditary spastic paraplegias) are genetic conditions in which there is distal degeneration of the longest axons of the corticospinal tract, resulting in spastic paralysis of the legs. The gene encoding spartin is mutated in Troyer syndrome, an HSP in which paralysis is accompanied by additional clinical features. There has been controversy over the subcellular distribution of spartin. We show here that, at steady state, endogenous spartin exists in a cytosolic pool that can be recruited to endosomes and to lipid droplets. Cytosolic endogenous ",spartin, is mono-ubiquitinated and we demonstrate that it interacts via a PPXY motif with the ubiquitin E3 ligases ,AIP4," [atrophin-interacting protein 4; ITCH (itchy E3 ubiquitin protein ligase homologue] [corrected] and AIP5 (WWP1). Surprisingly, the PPXY motif, AIP4 and AIP5 are not required for spartin's ubiquitination, and so we propose that spartin acts as an adaptor for these proteins. Our results suggest that spartin is involved in diverse cellular functions, which may be of relevance to the complex phenotype seen in Troyer syndrome.
",Complex_formation
19580544_2,s4,T6,T15,"The HSPs (hereditary spastic paraplegias) are genetic conditions in which there is distal degeneration of the longest axons of the corticospinal tract, resulting in spastic paralysis of the legs. The gene encoding spartin is mutated in Troyer syndrome, an HSP in which paralysis is accompanied by additional clinical features. There has been controversy over the subcellular distribution of spartin. We show here that, at steady state, endogenous spartin exists in a cytosolic pool that can be recruited to endosomes and to lipid droplets. Cytosolic endogenous ",spartin, is mono-ubiquitinated and we demonstrate that it interacts via a PPXY motif with the ubiquitin E3 ligases AIP4 [,atrophin-interacting protein 4,"; ITCH (itchy E3 ubiquitin protein ligase homologue] [corrected] and AIP5 (WWP1). Surprisingly, the PPXY motif, AIP4 and AIP5 are not required for spartin's ubiquitination, and so we propose that spartin acts as an adaptor for these proteins. Our results suggest that spartin is involved in diverse cellular functions, which may be of relevance to the complex phenotype seen in Troyer syndrome.
",Complex_formation
19580544_2,s4,T6,T16,"The HSPs (hereditary spastic paraplegias) are genetic conditions in which there is distal degeneration of the longest axons of the corticospinal tract, resulting in spastic paralysis of the legs. The gene encoding spartin is mutated in Troyer syndrome, an HSP in which paralysis is accompanied by additional clinical features. There has been controversy over the subcellular distribution of spartin. We show here that, at steady state, endogenous spartin exists in a cytosolic pool that can be recruited to endosomes and to lipid droplets. Cytosolic endogenous ",spartin, is mono-ubiquitinated and we demonstrate that it interacts via a PPXY motif with the ubiquitin E3 ligases AIP4 [atrophin-interacting protein 4; ITCH (itchy E3 ubiquitin protein ligase homologue] [corrected] and ,AIP5," (WWP1). Surprisingly, the PPXY motif, AIP4 and AIP5 are not required for spartin's ubiquitination, and so we propose that spartin acts as an adaptor for these proteins. Our results suggest that spartin is involved in diverse cellular functions, which may be of relevance to the complex phenotype seen in Troyer syndrome.
",Complex_formation
19580544_2,s4,T6,T9,"The HSPs (hereditary spastic paraplegias) are genetic conditions in which there is distal degeneration of the longest axons of the corticospinal tract, resulting in spastic paralysis of the legs. The gene encoding spartin is mutated in Troyer syndrome, an HSP in which paralysis is accompanied by additional clinical features. There has been controversy over the subcellular distribution of spartin. We show here that, at steady state, endogenous spartin exists in a cytosolic pool that can be recruited to endosomes and to lipid droplets. Cytosolic endogenous ",spartin, is mono-ubiquitinated and we demonstrate that it interacts via a PPXY motif with the ubiquitin E3 ligases AIP4 [atrophin-interacting protein 4; ITCH (itchy E3 ubiquitin protein ligase homologue] [corrected] and AIP5 (,WWP1,"). Surprisingly, the PPXY motif, AIP4 and AIP5 are not required for spartin's ubiquitination, and so we propose that spartin acts as an adaptor for these proteins. Our results suggest that spartin is involved in diverse cellular functions, which may be of relevance to the complex phenotype seen in Troyer syndrome.
",Complex_formation
19580544_2,s4,T13,T14,"The HSPs (hereditary spastic paraplegias) are genetic conditions in which there is distal degeneration of the longest axons of the corticospinal tract, resulting in spastic paralysis of the legs. The gene encoding spartin is mutated in Troyer syndrome, an HSP in which paralysis is accompanied by additional clinical features. There has been controversy over the subcellular distribution of spartin. We show here that, at steady state, endogenous spartin exists in a cytosolic pool that can be recruited to endosomes and to lipid droplets. Cytosolic endogenous spartin is mono-ubiquitinated and we demonstrate that it interacts via a PPXY motif with the ",ubiquitin E3 ligases, ,AIP4," [atrophin-interacting protein 4; ITCH (itchy E3 ubiquitin protein ligase homologue] [corrected] and AIP5 (WWP1). Surprisingly, the PPXY motif, AIP4 and AIP5 are not required for spartin's ubiquitination, and so we propose that spartin acts as an adaptor for these proteins. Our results suggest that spartin is involved in diverse cellular functions, which may be of relevance to the complex phenotype seen in Troyer syndrome.
",Not_a_complex
19580544_2,s4,T13,T15,"The HSPs (hereditary spastic paraplegias) are genetic conditions in which there is distal degeneration of the longest axons of the corticospinal tract, resulting in spastic paralysis of the legs. The gene encoding spartin is mutated in Troyer syndrome, an HSP in which paralysis is accompanied by additional clinical features. There has been controversy over the subcellular distribution of spartin. We show here that, at steady state, endogenous spartin exists in a cytosolic pool that can be recruited to endosomes and to lipid droplets. Cytosolic endogenous spartin is mono-ubiquitinated and we demonstrate that it interacts via a PPXY motif with the ",ubiquitin E3 ligases, AIP4 [,atrophin-interacting protein 4,"; ITCH (itchy E3 ubiquitin protein ligase homologue] [corrected] and AIP5 (WWP1). Surprisingly, the PPXY motif, AIP4 and AIP5 are not required for spartin's ubiquitination, and so we propose that spartin acts as an adaptor for these proteins. Our results suggest that spartin is involved in diverse cellular functions, which may be of relevance to the complex phenotype seen in Troyer syndrome.
",Not_a_complex
19580544_2,s4,T13,T16,"The HSPs (hereditary spastic paraplegias) are genetic conditions in which there is distal degeneration of the longest axons of the corticospinal tract, resulting in spastic paralysis of the legs. The gene encoding spartin is mutated in Troyer syndrome, an HSP in which paralysis is accompanied by additional clinical features. There has been controversy over the subcellular distribution of spartin. We show here that, at steady state, endogenous spartin exists in a cytosolic pool that can be recruited to endosomes and to lipid droplets. Cytosolic endogenous spartin is mono-ubiquitinated and we demonstrate that it interacts via a PPXY motif with the ",ubiquitin E3 ligases, AIP4 [atrophin-interacting protein 4; ITCH (itchy E3 ubiquitin protein ligase homologue] [corrected] and ,AIP5," (WWP1). Surprisingly, the PPXY motif, AIP4 and AIP5 are not required for spartin's ubiquitination, and so we propose that spartin acts as an adaptor for these proteins. Our results suggest that spartin is involved in diverse cellular functions, which may be of relevance to the complex phenotype seen in Troyer syndrome.
",Not_a_complex
19580544_2,s4,T14,T15,"The HSPs (hereditary spastic paraplegias) are genetic conditions in which there is distal degeneration of the longest axons of the corticospinal tract, resulting in spastic paralysis of the legs. The gene encoding spartin is mutated in Troyer syndrome, an HSP in which paralysis is accompanied by additional clinical features. There has been controversy over the subcellular distribution of spartin. We show here that, at steady state, endogenous spartin exists in a cytosolic pool that can be recruited to endosomes and to lipid droplets. Cytosolic endogenous spartin is mono-ubiquitinated and we demonstrate that it interacts via a PPXY motif with the ubiquitin E3 ligases ",AIP4, [,atrophin-interacting protein 4,"; ITCH (itchy E3 ubiquitin protein ligase homologue] [corrected] and AIP5 (WWP1). Surprisingly, the PPXY motif, AIP4 and AIP5 are not required for spartin's ubiquitination, and so we propose that spartin acts as an adaptor for these proteins. Our results suggest that spartin is involved in diverse cellular functions, which may be of relevance to the complex phenotype seen in Troyer syndrome.
",Not_a_complex
19580544_2,s4,T14,T16,"The HSPs (hereditary spastic paraplegias) are genetic conditions in which there is distal degeneration of the longest axons of the corticospinal tract, resulting in spastic paralysis of the legs. The gene encoding spartin is mutated in Troyer syndrome, an HSP in which paralysis is accompanied by additional clinical features. There has been controversy over the subcellular distribution of spartin. We show here that, at steady state, endogenous spartin exists in a cytosolic pool that can be recruited to endosomes and to lipid droplets. Cytosolic endogenous spartin is mono-ubiquitinated and we demonstrate that it interacts via a PPXY motif with the ubiquitin E3 ligases ",AIP4, [atrophin-interacting protein 4; ITCH (itchy E3 ubiquitin protein ligase homologue] [corrected] and ,AIP5," (WWP1). Surprisingly, the PPXY motif, AIP4 and AIP5 are not required for spartin's ubiquitination, and so we propose that spartin acts as an adaptor for these proteins. Our results suggest that spartin is involved in diverse cellular functions, which may be of relevance to the complex phenotype seen in Troyer syndrome.
",Not_a_complex
19580544_2,s4,T15,T16,"The HSPs (hereditary spastic paraplegias) are genetic conditions in which there is distal degeneration of the longest axons of the corticospinal tract, resulting in spastic paralysis of the legs. The gene encoding spartin is mutated in Troyer syndrome, an HSP in which paralysis is accompanied by additional clinical features. There has been controversy over the subcellular distribution of spartin. We show here that, at steady state, endogenous spartin exists in a cytosolic pool that can be recruited to endosomes and to lipid droplets. Cytosolic endogenous spartin is mono-ubiquitinated and we demonstrate that it interacts via a PPXY motif with the ubiquitin E3 ligases AIP4 [",atrophin-interacting protein 4,; ITCH (itchy E3 ubiquitin protein ligase homologue] [corrected] and ,AIP5," (WWP1). Surprisingly, the PPXY motif, AIP4 and AIP5 are not required for spartin's ubiquitination, and so we propose that spartin acts as an adaptor for these proteins. Our results suggest that spartin is involved in diverse cellular functions, which may be of relevance to the complex phenotype seen in Troyer syndrome.
",Not_a_complex
