27334688,s0,T1,T2,Oncogenic ,Sox2, regulates and cooperates with ,VRK1," in cell cycle progression and differentiation. 
Sox2 is a pluripotency transcription factor that as an oncogene can also regulate cell proliferation. Therefore, genes implicated in several different aspects of cell proliferation, such as the VRK1 chromatin-kinase, are candidates to be targets of Sox2. Sox 2 and VRK1 colocalize in nuclei of proliferating cells forming a stable complex. Sox2 knockdown abrogates VRK1 gene expression. Depletion of either Sox2 or VRK1 caused a reduction of cell proliferation. Sox2 up-regulates VRK1 expression and both proteins cooperate in the activation of CCND1. The accumulation of VRK1 protein downregulates SOX2 expression and both proteins are lost in terminally differentiated cells. Induction of neural differentiation with retinoic acid resulted in downregulation of Sox2 and VRK1 that inversely correlated with the expression of differentiation markers such as N-cadherin, Pax6, mH2A1.2 and mH2A2. Differentiation-associated macro histones mH2A1.2and mH2A2 inhibit CCND1 and VRK1 expression and also block the activation of the VRK1 promoter by Sox2. VRK1 is a downstream target of Sox2 and both form an autoregulatory loop in epithelial cell differentiation. 
",Not_a_complex
27334688,s2,T4,T5,"Oncogenic Sox2 regulates and cooperates with VRK1 in cell cycle progression and differentiation. 
Sox2 is a pluripotency transcription factor that as an oncogene can also regulate cell proliferation. Therefore, genes implicated in several different aspects of cell proliferation, such as the ",VRK1," chromatin-kinase, are candidates to be targets of ",Sox2,". Sox 2 and VRK1 colocalize in nuclei of proliferating cells forming a stable complex. Sox2 knockdown abrogates VRK1 gene expression. Depletion of either Sox2 or VRK1 caused a reduction of cell proliferation. Sox2 up-regulates VRK1 expression and both proteins cooperate in the activation of CCND1. The accumulation of VRK1 protein downregulates SOX2 expression and both proteins are lost in terminally differentiated cells. Induction of neural differentiation with retinoic acid resulted in downregulation of Sox2 and VRK1 that inversely correlated with the expression of differentiation markers such as N-cadherin, Pax6, mH2A1.2 and mH2A2. Differentiation-associated macro histones mH2A1.2and mH2A2 inhibit CCND1 and VRK1 expression and also block the activation of the VRK1 promoter by Sox2. VRK1 is a downstream target of Sox2 and both form an autoregulatory loop in epithelial cell differentiation. 
",Not_a_complex
27334688,s3,T6,T7,"Oncogenic Sox2 regulates and cooperates with VRK1 in cell cycle progression and differentiation. 
Sox2 is a pluripotency transcription factor that as an oncogene can also regulate cell proliferation. Therefore, genes implicated in several different aspects of cell proliferation, such as the VRK1 chromatin-kinase, are candidates to be targets of Sox2. ",Sox 2, and ,VRK1," colocalize in nuclei of proliferating cells forming a stable complex. Sox2 knockdown abrogates VRK1 gene expression. Depletion of either Sox2 or VRK1 caused a reduction of cell proliferation. Sox2 up-regulates VRK1 expression and both proteins cooperate in the activation of CCND1. The accumulation of VRK1 protein downregulates SOX2 expression and both proteins are lost in terminally differentiated cells. Induction of neural differentiation with retinoic acid resulted in downregulation of Sox2 and VRK1 that inversely correlated with the expression of differentiation markers such as N-cadherin, Pax6, mH2A1.2 and mH2A2. Differentiation-associated macro histones mH2A1.2and mH2A2 inhibit CCND1 and VRK1 expression and also block the activation of the VRK1 promoter by Sox2. VRK1 is a downstream target of Sox2 and both form an autoregulatory loop in epithelial cell differentiation. 
",Complex_formation
27334688,s4,T8,T9,"Oncogenic Sox2 regulates and cooperates with VRK1 in cell cycle progression and differentiation. 
Sox2 is a pluripotency transcription factor that as an oncogene can also regulate cell proliferation. Therefore, genes implicated in several different aspects of cell proliferation, such as the VRK1 chromatin-kinase, are candidates to be targets of Sox2. Sox 2 and VRK1 colocalize in nuclei of proliferating cells forming a stable complex. ",Sox2, knockdown abrogates ,VRK1," gene expression. Depletion of either Sox2 or VRK1 caused a reduction of cell proliferation. Sox2 up-regulates VRK1 expression and both proteins cooperate in the activation of CCND1. The accumulation of VRK1 protein downregulates SOX2 expression and both proteins are lost in terminally differentiated cells. Induction of neural differentiation with retinoic acid resulted in downregulation of Sox2 and VRK1 that inversely correlated with the expression of differentiation markers such as N-cadherin, Pax6, mH2A1.2 and mH2A2. Differentiation-associated macro histones mH2A1.2and mH2A2 inhibit CCND1 and VRK1 expression and also block the activation of the VRK1 promoter by Sox2. VRK1 is a downstream target of Sox2 and both form an autoregulatory loop in epithelial cell differentiation. 
",Not_a_complex
27334688,s5,T10,T11,"Oncogenic Sox2 regulates and cooperates with VRK1 in cell cycle progression and differentiation. 
Sox2 is a pluripotency transcription factor that as an oncogene can also regulate cell proliferation. Therefore, genes implicated in several different aspects of cell proliferation, such as the VRK1 chromatin-kinase, are candidates to be targets of Sox2. Sox 2 and VRK1 colocalize in nuclei of proliferating cells forming a stable complex. Sox2 knockdown abrogates VRK1 gene expression. Depletion of either ",Sox2, or ,VRK1," caused a reduction of cell proliferation. Sox2 up-regulates VRK1 expression and both proteins cooperate in the activation of CCND1. The accumulation of VRK1 protein downregulates SOX2 expression and both proteins are lost in terminally differentiated cells. Induction of neural differentiation with retinoic acid resulted in downregulation of Sox2 and VRK1 that inversely correlated with the expression of differentiation markers such as N-cadherin, Pax6, mH2A1.2 and mH2A2. Differentiation-associated macro histones mH2A1.2and mH2A2 inhibit CCND1 and VRK1 expression and also block the activation of the VRK1 promoter by Sox2. VRK1 is a downstream target of Sox2 and both form an autoregulatory loop in epithelial cell differentiation. 
",Not_a_complex
27334688,s6,T12,T13,"Oncogenic Sox2 regulates and cooperates with VRK1 in cell cycle progression and differentiation. 
Sox2 is a pluripotency transcription factor that as an oncogene can also regulate cell proliferation. Therefore, genes implicated in several different aspects of cell proliferation, such as the VRK1 chromatin-kinase, are candidates to be targets of Sox2. Sox 2 and VRK1 colocalize in nuclei of proliferating cells forming a stable complex. Sox2 knockdown abrogates VRK1 gene expression. Depletion of either Sox2 or VRK1 caused a reduction of cell proliferation. ",Sox2, up-regulates ,VRK1," expression and both proteins cooperate in the activation of CCND1. The accumulation of VRK1 protein downregulates SOX2 expression and both proteins are lost in terminally differentiated cells. Induction of neural differentiation with retinoic acid resulted in downregulation of Sox2 and VRK1 that inversely correlated with the expression of differentiation markers such as N-cadherin, Pax6, mH2A1.2 and mH2A2. Differentiation-associated macro histones mH2A1.2and mH2A2 inhibit CCND1 and VRK1 expression and also block the activation of the VRK1 promoter by Sox2. VRK1 is a downstream target of Sox2 and both form an autoregulatory loop in epithelial cell differentiation. 
",Not_a_complex
27334688,s6,T12,T14,"Oncogenic Sox2 regulates and cooperates with VRK1 in cell cycle progression and differentiation. 
Sox2 is a pluripotency transcription factor that as an oncogene can also regulate cell proliferation. Therefore, genes implicated in several different aspects of cell proliferation, such as the VRK1 chromatin-kinase, are candidates to be targets of Sox2. Sox 2 and VRK1 colocalize in nuclei of proliferating cells forming a stable complex. Sox2 knockdown abrogates VRK1 gene expression. Depletion of either Sox2 or VRK1 caused a reduction of cell proliferation. ",Sox2, up-regulates VRK1 expression and both proteins cooperate in the activation of ,CCND1,". The accumulation of VRK1 protein downregulates SOX2 expression and both proteins are lost in terminally differentiated cells. Induction of neural differentiation with retinoic acid resulted in downregulation of Sox2 and VRK1 that inversely correlated with the expression of differentiation markers such as N-cadherin, Pax6, mH2A1.2 and mH2A2. Differentiation-associated macro histones mH2A1.2and mH2A2 inhibit CCND1 and VRK1 expression and also block the activation of the VRK1 promoter by Sox2. VRK1 is a downstream target of Sox2 and both form an autoregulatory loop in epithelial cell differentiation. 
",Not_a_complex
27334688,s6,T13,T14,"Oncogenic Sox2 regulates and cooperates with VRK1 in cell cycle progression and differentiation. 
Sox2 is a pluripotency transcription factor that as an oncogene can also regulate cell proliferation. Therefore, genes implicated in several different aspects of cell proliferation, such as the VRK1 chromatin-kinase, are candidates to be targets of Sox2. Sox 2 and VRK1 colocalize in nuclei of proliferating cells forming a stable complex. Sox2 knockdown abrogates VRK1 gene expression. Depletion of either Sox2 or VRK1 caused a reduction of cell proliferation. Sox2 up-regulates ",VRK1, expression and both proteins cooperate in the activation of ,CCND1,". The accumulation of VRK1 protein downregulates SOX2 expression and both proteins are lost in terminally differentiated cells. Induction of neural differentiation with retinoic acid resulted in downregulation of Sox2 and VRK1 that inversely correlated with the expression of differentiation markers such as N-cadherin, Pax6, mH2A1.2 and mH2A2. Differentiation-associated macro histones mH2A1.2and mH2A2 inhibit CCND1 and VRK1 expression and also block the activation of the VRK1 promoter by Sox2. VRK1 is a downstream target of Sox2 and both form an autoregulatory loop in epithelial cell differentiation. 
",Not_a_complex
27334688,s7,T15,T16,"Oncogenic Sox2 regulates and cooperates with VRK1 in cell cycle progression and differentiation. 
Sox2 is a pluripotency transcription factor that as an oncogene can also regulate cell proliferation. Therefore, genes implicated in several different aspects of cell proliferation, such as the VRK1 chromatin-kinase, are candidates to be targets of Sox2. Sox 2 and VRK1 colocalize in nuclei of proliferating cells forming a stable complex. Sox2 knockdown abrogates VRK1 gene expression. Depletion of either Sox2 or VRK1 caused a reduction of cell proliferation. Sox2 up-regulates VRK1 expression and both proteins cooperate in the activation of CCND1. The accumulation of ",VRK1, protein downregulates ,SOX2," expression and both proteins are lost in terminally differentiated cells. Induction of neural differentiation with retinoic acid resulted in downregulation of Sox2 and VRK1 that inversely correlated with the expression of differentiation markers such as N-cadherin, Pax6, mH2A1.2 and mH2A2. Differentiation-associated macro histones mH2A1.2and mH2A2 inhibit CCND1 and VRK1 expression and also block the activation of the VRK1 promoter by Sox2. VRK1 is a downstream target of Sox2 and both form an autoregulatory loop in epithelial cell differentiation. 
",Not_a_complex
27334688,s8,T17,T18,"Oncogenic Sox2 regulates and cooperates with VRK1 in cell cycle progression and differentiation. 
Sox2 is a pluripotency transcription factor that as an oncogene can also regulate cell proliferation. Therefore, genes implicated in several different aspects of cell proliferation, such as the VRK1 chromatin-kinase, are candidates to be targets of Sox2. Sox 2 and VRK1 colocalize in nuclei of proliferating cells forming a stable complex. Sox2 knockdown abrogates VRK1 gene expression. Depletion of either Sox2 or VRK1 caused a reduction of cell proliferation. Sox2 up-regulates VRK1 expression and both proteins cooperate in the activation of CCND1. The accumulation of VRK1 protein downregulates SOX2 expression and both proteins are lost in terminally differentiated cells. Induction of neural differentiation with retinoic acid resulted in downregulation of ",Sox2, and ,VRK1," that inversely correlated with the expression of differentiation markers such as N-cadherin, Pax6, mH2A1.2 and mH2A2. Differentiation-associated macro histones mH2A1.2and mH2A2 inhibit CCND1 and VRK1 expression and also block the activation of the VRK1 promoter by Sox2. VRK1 is a downstream target of Sox2 and both form an autoregulatory loop in epithelial cell differentiation. 
",Not_a_complex
27334688,s8,T17,T19,"Oncogenic Sox2 regulates and cooperates with VRK1 in cell cycle progression and differentiation. 
Sox2 is a pluripotency transcription factor that as an oncogene can also regulate cell proliferation. Therefore, genes implicated in several different aspects of cell proliferation, such as the VRK1 chromatin-kinase, are candidates to be targets of Sox2. Sox 2 and VRK1 colocalize in nuclei of proliferating cells forming a stable complex. Sox2 knockdown abrogates VRK1 gene expression. Depletion of either Sox2 or VRK1 caused a reduction of cell proliferation. Sox2 up-regulates VRK1 expression and both proteins cooperate in the activation of CCND1. The accumulation of VRK1 protein downregulates SOX2 expression and both proteins are lost in terminally differentiated cells. Induction of neural differentiation with retinoic acid resulted in downregulation of ",Sox2, and VRK1 that inversely correlated with the expression of differentiation markers such as ,N-cadherin,", Pax6, mH2A1.2 and mH2A2. Differentiation-associated macro histones mH2A1.2and mH2A2 inhibit CCND1 and VRK1 expression and also block the activation of the VRK1 promoter by Sox2. VRK1 is a downstream target of Sox2 and both form an autoregulatory loop in epithelial cell differentiation. 
",Not_a_complex
