9722600,s0,T1,T2,Activation of E2F-mediated transcription by human T-cell leukemia virus type I ,Tax, protein in a ,p16,"(INK4A)-negative T-cell line. 
",Not_a_complex
9722600,s0,T25,T1,Activation of ,E2F,-mediated transcription by human T-cell leukemia virus type I ,Tax," protein in a p16(INK4A)-negative T-cell line. 
",Not_a_complex
9722600,s0,T1,T3,Activation of E2F-mediated transcription by human T-cell leukemia virus type I ,Tax, protein in a p16(,INK4A,")-negative T-cell line. 
",Not_a_complex
9722600,s0,T25,T2,Activation of ,E2F,-mediated transcription by human T-cell leukemia virus type I Tax protein in a ,p16,"(INK4A)-negative T-cell line. 
",Not_a_complex
9722600,s0,T2,T3,Activation of E2F-mediated transcription by human T-cell leukemia virus type I Tax protein in a ,p16,(,INK4A,")-negative T-cell line. 
",Not_a_complex
9722600,s0,T25,T3,Activation of ,E2F,-mediated transcription by human T-cell leukemia virus type I Tax protein in a p16(,INK4A,")-negative T-cell line. 
",Not_a_complex
9722600,s3,T5,T6,This 40-kDa polypeptide is able to interact with the tumor suppressor ,p16,(,INK4A,).,Not_a_complex
9722600,s4,T7,T22,"Consequently, ",Tax, can activate the signaling pathway that lead to the release of ,E2F, that in turn induces expression of factors required for cell cycle progression.,Not_a_complex
9722600,s5,T26,T10,"In this paper, we demonstrate that Tax can also activate ",E2F,-mediated transcription independently of p16(,INK4A,).,Not_a_complex
9722600,s5,T8,T10,"In this paper, we demonstrate that ",Tax, can also activate E2F-mediated transcription independently of p16(,INK4A,).,Not_a_complex
9722600,s5,T8,T26,"In this paper, we demonstrate that ",Tax, can also activate ,E2F,-mediated transcription independently of p16(INK4A).,Not_a_complex
9722600,s5,T8,T9,"In this paper, we demonstrate that ",Tax, can also activate E2F-mediated transcription independently of ,p16,(INK4A).,Not_a_complex
9722600,s5,T9,T10,"In this paper, we demonstrate that Tax can also activate E2F-mediated transcription independently of ",p16,(,INK4A,).,Not_a_complex
9722600,s5,T26,T9,"In this paper, we demonstrate that Tax can also activate ",E2F,-mediated transcription independently of ,p16,(INK4A).,Not_a_complex
9722600,s6,T11,T12,"Indeed, when ",Tax, is coexpressed with the ,E2F-1," transcription factor in CEM T-cells, which lack expression of p16(INK4A), it strongly potentiates the E2F-dependent activation of a reporter construct driven by a promoter containing E2F binding sites.",Not_a_complex
