1493333,s0,T1,T2,I kappa B/,MAD-3, masks the nuclear localization signal of NF-kappa B ,p65," and requires the transactivation domain to inhibit NF-kappa B p65 DNA binding. 
",Not_a_complex
1493333,s0,T27,T1,,I kappa B,/,MAD-3," masks the nuclear localization signal of NF-kappa B p65 and requires the transactivation domain to inhibit NF-kappa B p65 DNA binding. 
",Not_a_complex
1493333,s0,T1,T3,I kappa B/,MAD-3, masks the nuclear localization signal of NF-kappa B p65 and requires the transactivation domain to inhibit NF-kappa B ,p65," DNA binding. 
",Not_a_complex
1493333,s0,T1,T46,I kappa B/,MAD-3, masks the nuclear localization signal of NF-kappa B p65 and requires the transactivation domain to inhibit ,NF-kappa B," p65 DNA binding. 
",Not_a_complex
1493333,s0,T1,T47,I kappa B/,MAD-3, masks the nuclear localization signal of ,NF-kappa B," p65 and requires the transactivation domain to inhibit NF-kappa B p65 DNA binding. 
",Not_a_complex
1493333,s0,T27,T2,,I kappa B,/MAD-3 masks the nuclear localization signal of NF-kappa B ,p65," and requires the transactivation domain to inhibit NF-kappa B p65 DNA binding. 
",Not_a_complex
1493333,s0,T2,T3,I kappa B/MAD-3 masks the nuclear localization signal of NF-kappa B ,p65, and requires the transactivation domain to inhibit NF-kappa B ,p65," DNA binding. 
",Not_a_complex
1493333,s0,T2,T46,I kappa B/MAD-3 masks the nuclear localization signal of NF-kappa B ,p65, and requires the transactivation domain to inhibit ,NF-kappa B," p65 DNA binding. 
",Not_a_complex
1493333,s0,T47,T2,I kappa B/MAD-3 masks the nuclear localization signal of ,NF-kappa B, ,p65," and requires the transactivation domain to inhibit NF-kappa B p65 DNA binding. 
",Not_a_complex
1493333,s0,T27,T46,,I kappa B,/MAD-3 masks the nuclear localization signal of NF-kappa B p65 and requires the transactivation domain to inhibit ,NF-kappa B," p65 DNA binding. 
",Not_a_complex
1493333,s0,T27,T47,,I kappa B,/MAD-3 masks the nuclear localization signal of ,NF-kappa B," p65 and requires the transactivation domain to inhibit NF-kappa B p65 DNA binding. 
",Not_a_complex
1493333,s0,T27,T3,,I kappa B,/MAD-3 masks the nuclear localization signal of NF-kappa B p65 and requires the transactivation domain to inhibit NF-kappa B ,p65," DNA binding. 
",Not_a_complex
1493333,s0,T46,T3,I kappa B/MAD-3 masks the nuclear localization signal of NF-kappa B p65 and requires the transactivation domain to inhibit ,NF-kappa B, ,p65," DNA binding. 
",Not_a_complex
1493333,s0,T47,T3,I kappa B/MAD-3 masks the nuclear localization signal of ,NF-kappa B, p65 and requires the transactivation domain to inhibit NF-kappa B ,p65," DNA binding. 
",Not_a_complex
1493333,s0,T47,T46,I kappa B/MAD-3 masks the nuclear localization signal of ,NF-kappa B, p65 and requires the transactivation domain to inhibit ,NF-kappa B," p65 DNA binding. 
",Not_a_complex
1493333,s1,T4,T5,"The active nuclear form of the NF-kappa B transcription factor complex is composed of two DNA binding subunits, NF-kappa B ",p65, and NF-kappa B ,p50,", both of which share extensive N-terminal sequence homology with the v-rel oncogene product.",Complex_formation
1493333,s1,T41,T4,The active nuclear form of the ,NF-kappa B," transcription factor complex is composed of two DNA binding subunits, NF-kappa B ",p65," and NF-kappa B p50, both of which share extensive N-terminal sequence homology with the v-rel oncogene product.",Not_a_complex
1493333,s1,T4,T44,"The active nuclear form of the NF-kappa B transcription factor complex is composed of two DNA binding subunits, NF-kappa B ",p65, and ,NF-kappa B," p50, both of which share extensive N-terminal sequence homology with the v-rel oncogene product.",Not_a_complex
1493333,s1,T45,T4,"The active nuclear form of the NF-kappa B transcription factor complex is composed of two DNA binding subunits, ",NF-kappa B, ,p65," and NF-kappa B p50, both of which share extensive N-terminal sequence homology with the v-rel oncogene product.",Not_a_complex
1493333,s1,T4,T6,"The active nuclear form of the NF-kappa B transcription factor complex is composed of two DNA binding subunits, NF-kappa B ",p65," and NF-kappa B p50, both of which share extensive N-terminal sequence homology with the ",v-rel, oncogene product.,Not_a_complex
1493333,s1,T41,T44,The active nuclear form of the ,NF-kappa B," transcription factor complex is composed of two DNA binding subunits, NF-kappa B p65 and ",NF-kappa B," p50, both of which share extensive N-terminal sequence homology with the v-rel oncogene product.",Not_a_complex
1493333,s1,T41,T45,The active nuclear form of the ,NF-kappa B," transcription factor complex is composed of two DNA binding subunits, ",NF-kappa B," p65 and NF-kappa B p50, both of which share extensive N-terminal sequence homology with the v-rel oncogene product.",Not_a_complex
1493333,s1,T45,T44,"The active nuclear form of the NF-kappa B transcription factor complex is composed of two DNA binding subunits, ",NF-kappa B, p65 and ,NF-kappa B," p50, both of which share extensive N-terminal sequence homology with the v-rel oncogene product.",Not_a_complex
1493333,s1,T41,T5,The active nuclear form of the ,NF-kappa B," transcription factor complex is composed of two DNA binding subunits, NF-kappa B p65 and NF-kappa B ",p50,", both of which share extensive N-terminal sequence homology with the v-rel oncogene product.",Not_a_complex
1493333,s1,T44,T5,"The active nuclear form of the NF-kappa B transcription factor complex is composed of two DNA binding subunits, NF-kappa B p65 and ",NF-kappa B, ,p50,", both of which share extensive N-terminal sequence homology with the v-rel oncogene product.",Not_a_complex
1493333,s1,T45,T5,"The active nuclear form of the NF-kappa B transcription factor complex is composed of two DNA binding subunits, ",NF-kappa B, p65 and NF-kappa B ,p50,", both of which share extensive N-terminal sequence homology with the v-rel oncogene product.",Not_a_complex
1493333,s1,T5,T6,"The active nuclear form of the NF-kappa B transcription factor complex is composed of two DNA binding subunits, NF-kappa B p65 and NF-kappa B ",p50,", both of which share extensive N-terminal sequence homology with the ",v-rel, oncogene product.,Not_a_complex
1493333,s1,T41,T6,The active nuclear form of the ,NF-kappa B," transcription factor complex is composed of two DNA binding subunits, NF-kappa B p65 and NF-kappa B p50, both of which share extensive N-terminal sequence homology with the ",v-rel, oncogene product.,Not_a_complex
1493333,s1,T44,T6,"The active nuclear form of the NF-kappa B transcription factor complex is composed of two DNA binding subunits, NF-kappa B p65 and ",NF-kappa B," p50, both of which share extensive N-terminal sequence homology with the ",v-rel, oncogene product.,Not_a_complex
1493333,s1,T45,T6,"The active nuclear form of the NF-kappa B transcription factor complex is composed of two DNA binding subunits, ",NF-kappa B," p65 and NF-kappa B p50, both of which share extensive N-terminal sequence homology with the ",v-rel, oncogene product.,Not_a_complex
1493333,s2,T42,T30,"The NF-kappa B p65 subunit provides the transactivation activity in this complex and serves as an intracellular receptor for a cytoplasmic inhibitor of NF-kappa B, termed I kappa B. In contrast, NF-kappa B p50 alone fails to stimulate kappa B-directed transcription, and based on prior in vitro studies, is not directly regulated by I kappa B. To investigate the molecular basis for the critical regulatory interaction between ",NF-kappa B, and ,I kappa B,"/MAD-3, a series of human NF-kappa B p65 mutants was identified that functionally segregated DNA binding, I kappa B-mediated inhibition, and I kappa B-induced nuclear exclusion of this transcription factor.",Complex_formation
1493333,s2,T7,T28,The NF-kappa B ,p65," subunit provides the transactivation activity in this complex and serves as an intracellular receptor for a cytoplasmic inhibitor of NF-kappa B, termed ",I kappa B,". In contrast, NF-kappa B p50 alone fails to stimulate kappa B-directed transcription, and based on prior in vitro studies, is not directly regulated by I kappa B. To investigate the molecular basis for the critical regulatory interaction between NF-kappa B and I kappa B/MAD-3, a series of human NF-kappa B p65 mutants was identified that functionally segregated DNA binding, I kappa B-mediated inhibition, and I kappa B-induced nuclear exclusion of this transcription factor.",Complex_formation
1493333,s2,T42,T9,"The NF-kappa B p65 subunit provides the transactivation activity in this complex and serves as an intracellular receptor for a cytoplasmic inhibitor of NF-kappa B, termed I kappa B. In contrast, NF-kappa B p50 alone fails to stimulate kappa B-directed transcription, and based on prior in vitro studies, is not directly regulated by I kappa B. To investigate the molecular basis for the critical regulatory interaction between ",NF-kappa B, and I kappa B/,MAD-3,", a series of human NF-kappa B p65 mutants was identified that functionally segregated DNA binding, I kappa B-mediated inhibition, and I kappa B-induced nuclear exclusion of this transcription factor.",Complex_formation
1493333,s2,T28,T10,"The NF-kappa B p65 subunit provides the transactivation activity in this complex and serves as an intracellular receptor for a cytoplasmic inhibitor of NF-kappa B, termed ",I kappa B,". In contrast, NF-kappa B p50 alone fails to stimulate kappa B-directed transcription, and based on prior in vitro studies, is not directly regulated by I kappa B. To investigate the molecular basis for the critical regulatory interaction between NF-kappa B and I kappa B/MAD-3, a series of human NF-kappa B ",p65," mutants was identified that functionally segregated DNA binding, I kappa B-mediated inhibition, and I kappa B-induced nuclear exclusion of this transcription factor.",Not_a_complex
