10022897,s0,T2,T3,Activation-dependent transcriptional regulation of the human Fas promoter requires NF-kappaB ,p50,-,p65," recruitment. 
",Complex_formation
10022897,s0,T1,T2,Activation-dependent transcriptional regulation of the human ,Fas, promoter requires NF-kappaB ,p50,"-p65 recruitment. 
",Not_a_complex
10022897,s0,T1,T3,Activation-dependent transcriptional regulation of the human ,Fas, promoter requires NF-kappaB p50-,p65," recruitment. 
",Not_a_complex
10022897,s0,T1,T30,Activation-dependent transcriptional regulation of the human ,Fas, promoter requires ,NF-kappaB," p50-p65 recruitment. 
",Not_a_complex
10022897,s0,T30,T2,Activation-dependent transcriptional regulation of the human Fas promoter requires ,NF-kappaB, ,p50,"-p65 recruitment. 
",Not_a_complex
10022897,s0,T30,T3,Activation-dependent transcriptional regulation of the human Fas promoter requires ,NF-kappaB, p50-,p65," recruitment. 
",Not_a_complex
10022897,s1,T4,T6,,Fas, (CD95) and ,Fas ligand, (CD95L) are an interacting receptor-ligand pair required for immune homeostasis.,Complex_formation
10022897,s1,T4,T7,,Fas, (CD95) and Fas ligand (,CD95L,) are an interacting receptor-ligand pair required for immune homeostasis.,Complex_formation
10022897,s1,T5,T6,Fas (,CD95,) and ,Fas ligand, (CD95L) are an interacting receptor-ligand pair required for immune homeostasis.,Complex_formation
10022897,s1,T5,T7,Fas (,CD95,) and Fas ligand (,CD95L,) are an interacting receptor-ligand pair required for immune homeostasis.,Complex_formation
10022897,s1,T4,T5,,Fas, (,CD95,) and Fas ligand (CD95L) are an interacting receptor-ligand pair required for immune homeostasis.,Not_a_complex
10022897,s1,T6,T7,Fas (CD95) and ,Fas ligand, (,CD95L,) are an interacting receptor-ligand pair required for immune homeostasis.,Not_a_complex
10022897,s2,T8,T9,Lymphocyte activation results in the upregulation of ,Fas, expression and the acquisition of sensitivity to ,FasL,-mediated apoptosis.,Not_a_complex
10022897,s4,T11,T12,To investigate the events involved in activation-induced ,Fas," upregulation, we have examined mRNA accumulation, ",fas," promoter activity, and protein expression in the Jurkat T-cell line treated with phorbol myristate acetate and ionomycin (P/I), pharmacological mimics of T-cell receptor activation.",Not_a_complex
10022897,s5,T13,T14,Although resting Jurkat cells express ,Fas,", ",Fas, mRNA was induced approximately 10-fold in 2 h upon P/I stimulation.,Not_a_complex
10022897,s6,T15,T16,Using sequential deletion mutants of the human ,fas," promoter in transient transfection assays, we identified a 47-bp sequence (positions -306 to -260 relative to the ATG) required for activation-driven ",fas, upregulation.,Not_a_complex
10022897,s7,T17,T31,Sequence analysis revealed the presence of a previously unrecognized composite binding site for both the ,Sp1, and ,NF-kappaB, transcription factors at positions -295 to -286.,Not_a_complex
10022897,s8,T19,T20,Electrophoretic mobility shift assay (EMSA) and supershift analyses of this region documented constitutive binding of Sp1 in unactivated nuclear extracts and inducible binding of ,p50,-,p65, NF-kappaB heterodimers after P/I activation.,Complex_formation
10022897,s8,T18,T19,Electrophoretic mobility shift assay (EMSA) and supershift analyses of this region documented constitutive binding of ,Sp1, in unactivated nuclear extracts and inducible binding of ,p50,-p65 NF-kappaB heterodimers after P/I activation.,Not_a_complex
10022897,s8,T18,T20,Electrophoretic mobility shift assay (EMSA) and supershift analyses of this region documented constitutive binding of ,Sp1, in unactivated nuclear extracts and inducible binding of p50-,p65, NF-kappaB heterodimers after P/I activation.,Not_a_complex
10022897,s8,T18,T32,Electrophoretic mobility shift assay (EMSA) and supershift analyses of this region documented constitutive binding of ,Sp1, in unactivated nuclear extracts and inducible binding of p50-p65 ,NF-kappaB, heterodimers after P/I activation.,Not_a_complex
10022897,s8,T19,T32,Electrophoretic mobility shift assay (EMSA) and supershift analyses of this region documented constitutive binding of Sp1 in unactivated nuclear extracts and inducible binding of ,p50,-p65 ,NF-kappaB, heterodimers after P/I activation.,Not_a_complex
10022897,s8,T20,T32,Electrophoretic mobility shift assay (EMSA) and supershift analyses of this region documented constitutive binding of Sp1 in unactivated nuclear extracts and inducible binding of p50-,p65, ,NF-kappaB, heterodimers after P/I activation.,Not_a_complex
10022897,s9,T21,T22,,Sp1, and NF-kappaB transcription factor binding was shown to be mutually exclusive by EMSA displacement studies with purified recombinant ,Sp1, and recombinant p50.,Not_a_complex
10022897,s9,T21,T23,,Sp1, and NF-kappaB transcription factor binding was shown to be mutually exclusive by EMSA displacement studies with purified recombinant Sp1 and recombinant ,p50,.,Not_a_complex
10022897,s9,T21,T33,,Sp1, and ,NF-kappaB, transcription factor binding was shown to be mutually exclusive by EMSA displacement studies with purified recombinant Sp1 and recombinant p50.,Not_a_complex
10022897,s9,T22,T23,Sp1 and NF-kappaB transcription factor binding was shown to be mutually exclusive by EMSA displacement studies with purified recombinant ,Sp1, and recombinant ,p50,.,Not_a_complex
10022897,s9,T33,T22,Sp1 and ,NF-kappaB, transcription factor binding was shown to be mutually exclusive by EMSA displacement studies with purified recombinant ,Sp1, and recombinant p50.,Not_a_complex
10022897,s9,T33,T23,Sp1 and ,NF-kappaB, transcription factor binding was shown to be mutually exclusive by EMSA displacement studies with purified recombinant Sp1 and recombinant ,p50,.,Not_a_complex
10022897,s10,T24,T25,The functional contribution of the kappaB-,Sp1, composite site in P/I-inducible ,fas, promoter activation was verified by using kappaB-Sp1 concatamers (-295 to -286) in a thymidine kinase promoter-driven reporter construct and native promoter constructs in Jurkat cells overexpressing IkappaB-alpha.,Not_a_complex
10022897,s10,T24,T26,The functional contribution of the kappaB-,Sp1, composite site in P/I-inducible fas promoter activation was verified by using kappaB-,Sp1, concatamers (-295 to -286) in a thymidine kinase promoter-driven reporter construct and native promoter constructs in Jurkat cells overexpressing IkappaB-alpha.,Not_a_complex
10022897,s10,T24,T27,The functional contribution of the kappaB-,Sp1, composite site in P/I-inducible fas promoter activation was verified by using kappaB-Sp1 concatamers (-295 to -286) in a thymidine kinase promoter-driven reporter construct and native promoter constructs in Jurkat cells overexpressing ,IkappaB-alpha,.,Not_a_complex
10022897,s10,T34,T24,The functional contribution of the ,kappaB,-,Sp1, composite site in P/I-inducible fas promoter activation was verified by using kappaB-Sp1 concatamers (-295 to -286) in a thymidine kinase promoter-driven reporter construct and native promoter constructs in Jurkat cells overexpressing IkappaB-alpha.,Not_a_complex
10022897,s10,T24,T35,The functional contribution of the kappaB-,Sp1, composite site in P/I-inducible fas promoter activation was verified by using ,kappaB,-Sp1 concatamers (-295 to -286) in a thymidine kinase promoter-driven reporter construct and native promoter constructs in Jurkat cells overexpressing IkappaB-alpha.,Not_a_complex
10022897,s10,T25,T26,The functional contribution of the kappaB-Sp1 composite site in P/I-inducible ,fas, promoter activation was verified by using kappaB-,Sp1, concatamers (-295 to -286) in a thymidine kinase promoter-driven reporter construct and native promoter constructs in Jurkat cells overexpressing IkappaB-alpha.,Not_a_complex
10022897,s10,T25,T27,The functional contribution of the kappaB-Sp1 composite site in P/I-inducible ,fas, promoter activation was verified by using kappaB-Sp1 concatamers (-295 to -286) in a thymidine kinase promoter-driven reporter construct and native promoter constructs in Jurkat cells overexpressing ,IkappaB-alpha,.,Not_a_complex
10022897,s10,T34,T25,The functional contribution of the ,kappaB,-Sp1 composite site in P/I-inducible ,fas, promoter activation was verified by using kappaB-Sp1 concatamers (-295 to -286) in a thymidine kinase promoter-driven reporter construct and native promoter constructs in Jurkat cells overexpressing IkappaB-alpha.,Not_a_complex
10022897,s10,T25,T35,The functional contribution of the kappaB-Sp1 composite site in P/I-inducible ,fas, promoter activation was verified by using ,kappaB,-Sp1 concatamers (-295 to -286) in a thymidine kinase promoter-driven reporter construct and native promoter constructs in Jurkat cells overexpressing IkappaB-alpha.,Not_a_complex
10022897,s10,T26,T27,The functional contribution of the kappaB-Sp1 composite site in P/I-inducible fas promoter activation was verified by using kappaB-,Sp1, concatamers (-295 to -286) in a thymidine kinase promoter-driven reporter construct and native promoter constructs in Jurkat cells overexpressing ,IkappaB-alpha,.,Not_a_complex
10022897,s10,T34,T26,The functional contribution of the ,kappaB,-Sp1 composite site in P/I-inducible fas promoter activation was verified by using kappaB-,Sp1, concatamers (-295 to -286) in a thymidine kinase promoter-driven reporter construct and native promoter constructs in Jurkat cells overexpressing IkappaB-alpha.,Not_a_complex
10022897,s10,T35,T26,The functional contribution of the kappaB-Sp1 composite site in P/I-inducible fas promoter activation was verified by using ,kappaB,-,Sp1, concatamers (-295 to -286) in a thymidine kinase promoter-driven reporter construct and native promoter constructs in Jurkat cells overexpressing IkappaB-alpha.,Not_a_complex
10022897,s10,T34,T27,The functional contribution of the ,kappaB,-Sp1 composite site in P/I-inducible fas promoter activation was verified by using kappaB-Sp1 concatamers (-295 to -286) in a thymidine kinase promoter-driven reporter construct and native promoter constructs in Jurkat cells overexpressing ,IkappaB-alpha,.,Not_a_complex
10022897,s10,T35,T27,The functional contribution of the kappaB-Sp1 composite site in P/I-inducible fas promoter activation was verified by using ,kappaB,-Sp1 concatamers (-295 to -286) in a thymidine kinase promoter-driven reporter construct and native promoter constructs in Jurkat cells overexpressing ,IkappaB-alpha,.,Not_a_complex
10022897,s10,T34,T35,The functional contribution of the ,kappaB,-Sp1 composite site in P/I-inducible fas promoter activation was verified by using ,kappaB,-Sp1 concatamers (-295 to -286) in a thymidine kinase promoter-driven reporter construct and native promoter constructs in Jurkat cells overexpressing IkappaB-alpha.,Not_a_complex
10022897,s11,T28,T29,Site-directed mutagenesis of the critical guanine nucleotides in the kappaB-,Sp1, element documented the essential role of this site in activation-dependent ,fas, promoter induction.,Not_a_complex
10022897,s11,T36,T28,Site-directed mutagenesis of the critical guanine nucleotides in the ,kappaB,-,Sp1, element documented the essential role of this site in activation-dependent fas promoter induction.,Not_a_complex
10022897,s11,T36,T29,Site-directed mutagenesis of the critical guanine nucleotides in the ,kappaB,-Sp1 element documented the essential role of this site in activation-dependent ,fas, promoter induction.,Not_a_complex
