24508166_4,s0,T1,T2,We identified 16 in vivo phosphorylation sites on ,Cdr2, as part of a large-scale SILAC-based phosphoproteomic screen for substrates of ,Pom1, (Figures 1A and Table S1).,Not_a_complex
24508166_4,s1,T3,T4,"Briefly, ",Pom1, kinase activity was inhibited for 15 minutes using an analog-sensitive ,pom1,-as strain.,Not_a_complex
24508166_4,s3,T5,T6,The C-terminal tail domain (CTD) of ,Cdr2, was phosphorylated in a manner that heavily depended on ,Pom1,", suggesting that this cluster of serine residues is the primary site of Pom1-dependent regulation in cells.",Not_a_complex
24508166_4,s3,T5,T7,The C-terminal tail domain (CTD) of ,Cdr2," was phosphorylated in a manner that heavily depended on Pom1, suggesting that this cluster of serine residues is the primary site of ",Pom1,-dependent regulation in cells.,Not_a_complex
24508166_4,s3,T6,T7,The C-terminal tail domain (CTD) of Cdr2 was phosphorylated in a manner that heavily depended on ,Pom1,", suggesting that this cluster of serine residues is the primary site of ",Pom1,-dependent regulation in cells.,Not_a_complex
24508166_4,s4,T8,T9,"Consistent with this possibility, purified ",Pom1, phosphorylated the ,Cdr2,-CTD directly in vitro (Figure S1A).,Not_a_complex
24508166_4,s5,T10,T11,"In contrast, we found a single residue (Thr166) in the ",Cdr2, kinase domain that was more heavily phosphorylated upon inhibition of ,Pom1, (Table S1).,Not_a_complex
24508166_4,s7,T13,T14,Thr166 was the only phosphorylation site that we found in the ,Cdr2," kinase domain, and represents a well-conserved feature of the activation loop (T-loop) among AMPK/",SNF1-related kinases, from yeast through humans (Figure 1B).,Not_a_complex
24508166_4,s7,T13,T19,Thr166 was the only phosphorylation site that we found in the ,Cdr2," kinase domain, and represents a well-conserved feature of the activation loop (T-loop) among ",AMPK,/SNF1-related kinases from yeast through humans (Figure 1B).,Not_a_complex
24508166_4,s7,T19,T14,"Thr166 was the only phosphorylation site that we found in the Cdr2 kinase domain, and represents a well-conserved feature of the activation loop (T-loop) among ",AMPK,/,SNF1-related kinases, from yeast through humans (Figure 1B).,Not_a_complex
24508166_4,s8,T15,T16,This T-loop Thr is present in three additional fission yeast members of the AMPK/,SNF1," protein kinase family, but not in the ",Cdr2,-related protein kinase Cdr1.,Not_a_complex
24508166_4,s8,T15,T17,This T-loop Thr is present in three additional fission yeast members of the AMPK/,SNF1," protein kinase family, but not in the Cdr2-related protein kinase ",Cdr1,.,Not_a_complex
24508166_4,s8,T20,T15,This T-loop Thr is present in three additional fission yeast members of the ,AMPK,/,SNF1," protein kinase family, but not in the Cdr2-related protein kinase Cdr1.",Not_a_complex
24508166_4,s8,T16,T17,"This T-loop Thr is present in three additional fission yeast members of the AMPK/SNF1 protein kinase family, but not in the ",Cdr2,-related protein kinase ,Cdr1,.,Not_a_complex
24508166_4,s8,T20,T16,This T-loop Thr is present in three additional fission yeast members of the ,AMPK,"/SNF1 protein kinase family, but not in the ",Cdr2,-related protein kinase Cdr1.,Not_a_complex
24508166_4,s8,T20,T17,This T-loop Thr is present in three additional fission yeast members of the ,AMPK,"/SNF1 protein kinase family, but not in the Cdr2-related protein kinase ",Cdr1,.,Not_a_complex
